"CLIENTS FILE"
"Client Id","Client Name","Client Abbrev","Client Eff Period"
"05003","Alter Energy Inc.","ALTER",""
"05004","Amerada Minerals","AMERADA",""
"05006","TGS Canada Corp.","TGS","201801"
"05007","Actor Resources Ltd","",""
"05008","Avalanche Energy Limited","","200106"
"05009","Bighorn Land and Field Service Ltd.","",""
"05010","Blackstone Resources","BSR",""
"05011","Boyd Exploration Consultants Ltd.","BECL",""
"05012","Burmac Enterprises","BURMAC",""
"05013","Canjay Exploration","",""
"05014","Capilano International Inc.","",""
"05015","Columbia Gas","COLUMBIA",""
"05017","Dowcon Enterprises Ltd.","DOWCON",""
"05018","Enertec Geophysical Services Ltd.","","200108"
"05019","Geco Prakla","",""
"05020","Geo Canada Petroleums Ltd.","GCPL",""
"05021","Geosignal Exploration Ltd.","GEL",""
"05022","Gould Petrosearch","GOULD",""
"05024","Harbinger Exploration (B.C.) Inc.","","199811"
"05025","Huber Corp.","HUBER",""
"05026","Impact 2000 Exploration Consulting Inc.","",""
"05027","Integrated Exploration Services Ltd.","",""
"05028","Integrated Geophysical Consultants Ltd.","",""
"05029","Laprise North","LAPRISE",""
"05030","Lundberg,Goodwin,Cur","LGC",""
"05031","Luscar Oil & Gas","LUSCAR",""
"05032","Mark Resources Inc.","",""
"05033","Norcana Resource Ltd.","",""
"05034","Northern PetroSearch","",""
"05035","Nuterra Petroleum Ltd.","                ",""
"05036","Ohio Resources Corporation","ORC",""
"05037","Petrel Robertson Ltd.","PRL",""
"05038","PetroSearch","",""
"05039","519915 B.C. Ltd.","",""
"05040","ReQuest Seismic Surveys Ltd.","",""
"05041","Response Seismic Surveys Ltd.","",""
"05043","Sigma Exploration","SIGMA",""
"05044","Sourcex","SOUR",""
"05045","TGS International","TGS INT",""
"05046","Three D Ventures","TDV",""
"05047","Veritas Geophysical Ltd.","",""
"05057","Air Canada","AIRC","200103"
"05066","Amerada Petroleum Corporation","",""
"05068","Anadarko Petroleum of Canada","",""
"05073","Exchange Resources","EXCHANGE",""
"05085","FortisBC Energy Inc.","FORTIS","199811"
"05090","BHP Petroleum Canada Inc.","",""
"05094","Bluesky Oil & Gas Ltd.","","198711"
"05100","Integrated Geophysical Consultants (Canada) Inc.","INGC",""
"05200","International Exploration Consultants (Canada) Inc.","",""
"05202","North East Ventures (529805 B.C. LTD)","",""
"05205","Challenger Geophysical Ltd.","CHAL",""
"05400","Petro_Canada","",""
"05401","Thompson & Associates Exploration Services Inc.","",""
"05402","Kledo Construction Ltd.","","199811"
"05666","British Columbia Hydro and Power Authority","BC HYDRO","201704"
"05681","Geoscience BC","GSBC",""
"05753","GX Technology Canada Ltd.","","200911"
"06004","Canadian Forest Products Ltd.","CFPL",""
"06011","Coastal GasLink Pipeline Ltd.","CGLPL","201209"
"06032","Co-Enerco Resources Ltd.","CERL",""
"06046","DeKalb Energy Canada Ltd","",""
"06048","Department of National Defence Ottawa","",""
"06060","Westcoast Connector Gas Transmission Ltd.","WCGT","201209"
"06075","Federated Pipe Lines (Western) Ltd.","","200101"
"06093","Gulf Canada Products Co.","",""
"06103","LXL Consulting Ltd.","",""
"07029","Marathon Oil Company","","198203"
"07037","Methanex Corporation","",""
"07047","Nevis Ltd.","","200107"
"07052","Northwood Pulp Limited","","197207"
"07061","Pacific Diatomite Ltd.","",""
"07063","Pacific Petroleums Limited","",""
"07065","Pancontinental Oil Ltd.","POL",""
"07069","Pembina Pipe Line Ltd.","",""
"07072","Petrosul International Ltd.","","199108"
"07083","Quintana Exploration Canada Ltd.","QECL",""
"07211","Pembina Energy Services Inc.","PEMB","201205"
"07223","Alberta Clipper Energy Ltd.","",""
"07505","Woodfibre LNG Limited","WOOD","201303"
"07506","LNG Canada Development Inc.","LNG CANADA","201405"
"07507","Alliance Pipeline Ltd.","ALPL","199608"
"07508","Pacific NorthWest LNG Ltd.","PNLNG","201408"
"07509","Ferus Natural Gas Fuels Inc.","FNGFI","201506"
"07511","KT Energy Corporation","KTEC","201508"
"07518","Diamond LNG Canada Ltd.","DLNG","201308"
"07519","Western Geo","WGPC",""
"07864","BRS Gas Corp.","",""
"08000","Sinclair Canada Oil Company","","197201"
"08014","Tai Resources Ltd.","",""
"08024","PKM Canada (Jet Fuel) Inc.","PKMJF","201912"
"08031","Vancouver Airport Fuel Facilities Corporation","VANA",""
"08044","Western Facilities Management Limited","",""
"08053","D & B Oilfield Contracting Ltd.","",""
"08055","IEXCO","",""
"08056","Surerus Construction & Development Ltd.","",""
"08058","Synterra Technologies Ltd.","",""
"08060","Macro Industries Inc.","","200007"
"08062","Tikal Resources Inc.","",""
"08063","Solid State Geophysical Inc.","",""
"08065","PTI Services","",""
"08066","Litho Probe Secretariat (UBC)","",""
"08067","CGG Services (Canada) Inc.","",""
"08068","Tyran Transport Ltd.","",""
"08070","Landquest Services Ltd.","","199909"
"08071","Explor Data Ltd.","","200612"
"08075","Pacific Northern Gas Ltd.","PNG","196510"
"08076","Coastal Canada Field Services Limited Partnership","",""
"08077","Transline Pipeline & Oilfield Construction (B.C.) Ltd.","",""
"08078","Golder Associates Ltd.","GOLDER","200101"
"08079","Geophysical Service Incorporated","",""
"08081","Intercoast Resources Corp.","INTERCOAST",""
"08082","Vital Mines Ltd.","",""
"08083","Geological Survey of Canada","GSC",""
"08085","Lorrnel Consultants","",""
"08086","Beacon Hill Consultants Ltd.","",""
"08157","C.N. Rail","",""
"08506","Unknown Geothermal Operator","UNKNGO",""
"09001","Pulse Data Inc.","",""
"09003","Excel Geophysics Inc.","",""
"09004","Scintrex Ltd.","","200008"
"09006","Eagle Canada, Inc.","",""
"09011","dominion","",""
"09012","Millennium Seismic Ltd.","",""
"09014","Flint Field Services","",""
"09016","EXXONMOBIL CANADA LTD. ***DO NOT USE***","EXXNMO",""
"09018","Fugro Airborne Surveys Corp.","FUGRO",""
"09023","Kodiak JV 1 Ltd.","A-56195",""
"09031","University of Victoria","UVIC",""
"09038","Sulpetro Limited","",""
"09041","Westlinks Resources Ltd.","",""
"09044","Terasen Pipelines (Jet fuel) Inc.","",""
"09049","Rhonaul Ventures Ltd.","",""
"09054","OutSource Seismic Consultants Inc.","",""
"09056","Delphi Energy Corp. *Do not use-Duplicate*","",""
"09058","Kitimat LNG Inc.","KITL",""
"09059","BP Canada Energy Resources Company","",""
"09060","Divestco Inc.","",""
"09061","White Rock Oil and Gas Services Ltd.","",""
"09062","VGS Seismic Canada Inc.","",""
"09063","Jebco Seismic (Canada) Company","",""
"09065","Explor Geophysical Ltd.","EXPLOR","200701"
"09067","ChemTerra International Consultants Ltd.","",""
"09068","Decade Resources Ltd.","",""
"09090","Pouce Coupe Pipe Line Ltd.","POUC","201211"
"09270","SAExploration (Canada) Ltd.","",""
"09342","Fording Coal Limited","",""
"09801","NOVA Gas Transmission Ltd.","NOVA","200910"
"09802","Prince Rupert Gas Transmission Ltd.","PRGTL","201303"
"09806","Pulse Seismic Inc.","","200911"
"09850","Imperial Oil Resources","ESSO",""
"09866","Terra-Sine Resources Ltd.","","201006"
"09872","TransCanada Pipelines Limited","TCPL","190001"
"09990","Gulf Canada Resources Limited","","200108"
"10229","Echo Seismic Ltd.","","201611"
"11008","NorthRiver Midstream Inc.","NORTHRIVER","201811"
"11016","NorthRiver Midstream Operations GP Inc.","NORTHRIVER OPSGP","201812"
"11019","Campus Energy Partners Operations Inc.","CAMPUS ENERGY","201910"
"11024","Umbrella Oilfield Ltd.","UMBRELLA","201903"
"11034","Erikson National Energy Inc.","ERIKSON","201908"
"11036","Resolute Resources Corp.","RESCORP","201908"
"11043","K2LNG Energy Services Corporation","K2LNG","201910"
"11045","Windward Resources Ltd.","WINDWARD","201912"
"11050","Top Speed Energy Canada Holding Ltd.","TOP SPEED ENERGY","201906"
"11059","Port Edward LNG Ltd.","PELNG","202005"
"11060","Clarke Lake Geothermal GP Ltd.","CLG-GP","202004"
"11075","STRATHCONA RESOURCES LTD.","STRATHCONA","202008"
"11076","2270930 ALBERTA LTD.","2270930 AB LTD","202007"
"11078","North Country Projects Ltd.","NCPL","201603"
"11081","Rick Henderson Mechanical Services Ltd.","RHMLTD5885","199201"
"11087","1280479 B.C. LTD. ","STILLWATER","202012"
"11088","i3 ENERGY CANADA LTD.","I3 ENERGY","202012"
"11089","Kelor Rentals Ltd.","KELOR","199409"
"11093","Spartan Delta Corp.","SPARTAN","202101"
"11103","Cedar LNG Partners (GP) Ltd.","CEDAR","202106"
"11107","Bench Creek Resources Ltd.","BENCH CREEK RES","202004"
"11109","Meager Creek Development Corporation","MCDC","199101"
"11111","2354890 Alberta Ltd.","2354890 AB LTD","202106"
"11119","Kiwetinohk Energy Corp.","KIWETINOHK","202110"
"11125","Cardinal Energy Ltd.","CARDINAL","202201"
"11126","NTE Energy Canada Ltd.","NTE CANADA","202201"
