"WTR_ANAL FILE"
"Uwi","Area code","Formtn code","Pool seq","Wa num","Drillng event seq","Water lab num","Sample point code","Test perf base depth (m)","Test perf top depth (m)","Sample date","Reltv densty","Water anlyss comments","Test num","Mud resstvty (mg/l)","Salnty (mg/l)","Tot solids disslvd calc (mg/l)","Restvty (mg/l)","Na contnt (mg/l)","K contnt (mg/l)","Ca contnt (mg/l)","Mg contnt (mg/l)","Ba contnt (mg/l)","Sr contnt (mg/l)","Fe contnt (mg/l)","Cl contnt (mg/l)","Br contnt (mg/l)","I contnt (mg/l)","Hco3 contnt (mg/l)","So4 contnt (mg/l)","Co3 contnt (mg/l)","Oh contnt (mg/l)","H2s contnt (mg/l)","H2s contnt desc","Test perf flag","Project code"
"200C061C094P0700","    ","    ","                ","03684","00","E76-4353-4","","1873.3","1873","19760308","1.088","BOTTOM FLUID YELLOW WATER FILTERED FROM WATERY MUD TRACE AMMONIA. FE TRACE. F76-1662-1 TOP OF FLUID RES: .156 OHM/M @25C; PH: 9.1 @72F; CL:       802 MG/L BROWN WATER FILTERED FROM MUDDY WATER, LARGE AMOUNT OF AMMONIA.        -2 MIDDLE OF FLUID RES: .663 OHM/M @25C; PH: 9.1 @72F; CL: 302 MG/L, YELLO","","",".0004",".1234",".069","37362","0","8777","1023","0","0","0","75400","0","0","762","409","0","0","0","NIL","","  "
"200C061C094P0700","    ","    ","                ","03684","00","F76-1662-3","","1879.4","1879.1","19760130","1.004","DHS 675ML COLORLESS WATER. FE MUCH. JOHNSTON DHS REC'D @ATM PRESSURE. F76-1800-1 TOP OF RECOVERY RES:      .082 OHM/M @25C GREEN WATER FILTERED FROM MUDDY WATER. -2 MIDDLE OF RECOVERY    RES: .069 OHM/M @25C COLORLESS WATER WITH 5% SEDIMENT. -3 BOTTOM OF RECOVERY    RES: .063 OHM/M @25C COLORLESS WA","","","0",".0041","1.57","1599","0","28","13","0","0","0","632","0","0","2147","412","312","0","0","PRESENT","","  "
"200C061C094P0700","    ","    ","                ","03684","00","F76-1863-5","","1879.1","1879.1","19760321","1.072","END FLARELINE FE PRESENT. E76-4353-1 TOP RES: 3.01 OHM/M @25C MUDDY WATER WITH LIGHT BROWN    FILTRATE. -2 BOTTOM RES: .071 OHM/M @25C CLEAR FAINTLY GREENISH WATER WITH      THIN LAYER OF SEDIMENT, AMMONIA. -3 FLARELINE RES: .071 OHM/M @25 GREEN WATER   WITH BLACK SUSPENSION, H2S.","","",".0003",".0996",".082","30130","0","7127","826","0","0","0","60900","0","0","549","377","0","0","0","PRESENT","","  "
"200D086J094I1200","7740","8400","B               ","03685","00","F76-1832-2","","1929.5","1929.4","19760317","1.058","BOTTOM PALE GREEN WATER WITH TRACE SEDIMENT. FE MUCH. F76-1849-1 TOP RES: .112 OHM/M @25C (SAME AS ABOVE).","","","0",".072",".144","2432","0","22262","1068","0","0","0","45100","0","0","1513","384","0","0","0","PRESENT","","02"
"200D086J094I1200","    ","    ","                ","03685","00","F76-1842-2","","605.8","605.3","19760319","1.027","STOCK TANK COLORLESS WATER WITH TRACE BLACK SEDIMENT. FE PRESENT. F76-1863-1 STOCK TANK RATE 1 RES: .605. -2 STOCK TANK RATE 2        RES: 2.75. -3 STOCK TANK RATE 3 RES: .124. -4 STOCK TANK RATE 4 RES: .113       ALL ABOVE RES OHM/M @25C WITH COLORLESS WATER WITH TRACE BLACK SEDIMENT.","","","0",".036",".185","4325","0","5205","2719","0","0","0","23150","0","0","927","176","0","0","0","NIL","","  "
"200D086J094I1200","7740","8400","B               ","03685","00","F76-1849-2","","2001","2001.3","19760313","1.064","DHS 2500MLS MUDDY WATER. PALE YELLOW FILTRATE. FE MUCH. LYNES DHS REC'D @ATM PRESSURE. F76-1842-1 ABOVE TOOL RES: .186         OHM/M @25C PALE YELLOW WATER WITH TRACE SEDIMENT.","","","0","0",".105","907","0","25786","1845","0","0","0","51900","0","0","366","407","0","0","0","PRESENT","","02"
"200B082K094I0600","    ","    ","                ","03686","00","7021-6328","","1935.7","1935.2","19760224","1.003","SEE REMARKS SAMPLING POINT: WATER DUMP LINE TO TANK.","","","0",".0039","1.42","0","0","11","5","0","0","0","1546","0","0","859","356","48","0","0","N.D.","","  "
"200B042A094G1600","    ","    ","                ","03687","00","F76-1661-3","","1079.1","1079.9","19760203","1.006"," FE TRACE. NACL EQUIV 3548.","","","0",".0056","1.42","2155","0","20","7","0","0","0","1804","0","0","854","868","372","0","0","NIL","","  "
"100062508619W600","    ","    ","                ","03688","00","F76-1633","","1097.9","1097.3","19760126","1.019","TOP OF TOOL YELLOWISH COLORED WATER FILTERED FROM MUDDY WATER. FE TRACE.","","",".0001",".022",".439","7215","0","22","1","0","0","0","262","0","0","732","14060","96","0","0","NIL","","  "
"100062508619W600","    ","    ","                ","03688","00","F76-1634-3","","1478.6","1478","19760127","1.038","TOP OF TOOL YELLOW WATER EXTRACTED FROM MUD. FE TRACE.","","",".0002",".0495",".171","17289","0","771","109","0","0","0","18400","0","0","1781","12089","0","0","0","PRES","","  "
"100062508619W600","    ","    ","                ","03688","00","F76-1635-3","","1223.3","1223.5","19760127","1.019","DHS A LYNES UNITED DHS REC'D UNDER ATM PRESSURE. CONTAIN IN THE CHAMBER WAS         1900 MLS OF DRIILING MUD. NO RECOVERABLE GAS PRES. ANALYSIS DETERMINED          ON COLORLESS WATER EXTRACTED FROM MUD. FE TRACE. F76-1661-1 DST #1 TOP OF FLUID RESIS: 1.62 OHM/M @ 25 C.              COLORLESS WATER E","","",".0001",".0226",".421","7303","0","112","12","0","0","0","438","0","0","805","14324","24","0","0","NIL","","  "
"100071108718W600","    ","    ","                ","03689","00","F76-1670-3","","1120.9","1120.1","19760207","1.023","TOP OF TOOL ANALYSIS DETERMINED ON YELLOW COLOURED WATER FILTERED FROM MUDDY WATER. FE TRACE.","","",".0001",".0271",".308","9679","0","112","24","0","0","0","7210","0","0","2147","8870","168","0","0","NIL","","  "
"200D073L094P0700","    ","    ","                ","03690","00","F76-1655","","1776.6","1776.7","19760128","1.008","SEPARATOR COLORLESS WATER WITH TRACE BLACK SEDIMENT. FE MUCH.","","","0",".007",".862","2537","0","148","22","0","0","0","3180","0","0","939","504","120","0","0","PRESENT","","  "
"200D073L094P0700","    ","    ","                ","03690","00","F76-1834","","1762","1762.7","19760314","1","MID OF FLUID COLORLESS WATER WITH 20% SEDIMENT LAYER. FE PRESENT. F76-1670-1 TOP OF FLUID RES: .241 OHM/M @ 25C COLORLESS WATER       FILTERED FROM WATERY MUD; -2 TOP OF WATER RES: .254 OHM/M @ 25C COLORLESS       WATER FILTERED FROM MUDDY WATER; -4 TOP OF TOOL RES: .285 OHM/M @ 25C COLOR-    LESS W","","","0",".0003","16.73","51","0","66","11","0","0","0","80","0","0","207","35","0","0","0","PRESENT","","  "
"200A001F094P0700","    ","    ","                ","03691","00","F76-1653-2","","1959.6","1959.9","19760126","1.058","TOP OF TOOL BROWN WATER FILTERED FROM WATERY MUD. FE MUCH.","","",".0002",".079",".103","23809","0","5445","826","0","0","0","48000","0","0","549","612","0","0","0","NIL","","  "
"200A001F094P0700","    ","    ","                ","03691","00","F76-1654","","1917.9","1917.2","19760127","1.022","TOP OF TOOL PALE GREEN WATER FILTERED FROM WATERY MUD. FE MUCH. F76-1653-1 TOP RES: .148 OHM/M @25C (SAME AS ABOVE).","","",".0001",".0283",".232","8900","0","1642","238","0","0","0","16550","0","0","451","698","0","0","0","NIL","","  "
"200D043H094I1400","    ","    ","                ","03692","00","F76-1671","","559.4","559.3","19760205","1.021","TOP OF TOOL PALE GREEN WATER FILTERED FROM WATERY MUD. FE MUCH.","","",".0001",".0264",".264","9868","0","332","158","0","0","0","14550","0","0","2855","82","0","0","0","NIL","","  "
"200B008B094H1100","7780","2600","B               ","03694","00","E76-4583","","1135.9","1135.4","19760318","1.024","FLARELINE COLORLESS WATER WITH IRON OXIDE SEDIMENT.                                       APPEARS TO CONTAIN SPENT ACID WATER AND NACL DRILLING FLUID. FE MUCH.","","",".0002",".0522",".191","19329","0","881","156","0","0","0","31500","0","0","542","16","0","0","0","NIL","","00"
"200B008B094H1100","    ","    ","                ","03694","00","F76-1608-2","","1128","1128.4","19760115","1.025","SEPARATOR CHARACTERISTICS OF ANALYSIS INDICATE ALCOHOL CONTAMINATION. FE PRESENT.","","",".0001",".034",".189","12772","0","416","110","0","0","0","20050","0","0","930","135","60","0","0","NIL","","  "
"200D079B094A1500","    ","    ","                ","03696","00","F76-1620","","1018.8","1018","19760120","1.023","DHS GAS AND 910ML MUDDY WATER WITH COLORLESS FILTRATE. FE MUCH. JOHNSTON DHS REC'D @43 PSIG. F76-1694-1 TOP OF RECOVERY RES: 2.17      OHM/M @25C COLORLESS WATER EXTRACTED FROM MUD. -2 MIDDLE OF RECOVERY RES:       2.04 OHM/M @25C (SAME AS -1). -3 BOTTOM OF RECOVERY RES: 1.66 OHM/M @25C        (SAME","","",".0001",".0242",".369","7715","0","340","53","0","0","0","2100","0","0","942","13487","53","0","0","NIL;","","  "
"200B065D094P1300","    ","    ","                ","03697","00","F76-1890-4","","","","19760331","1.11","TOP OF TOOL ANALYSIS DETERMINED ON PALE YELLOW COLOURED WATER FILTERED FROM MUDDY WATER. FE PRES.","","",".0005",".1604",".058","48515","0","11852","1068","0","0","0","98400","0","0","720","147","0","0","0","PRESENT","","  "
"200D051J093P0100","    ","    ","                ","03698","00","F76-171-9","","2904.2","2904.7","19760805","1.036","BOTTOM COLORLESS WATER WITH TRACE BLACK SEDIMENT. FE PRESENT. F76-1890-1 TOP RES: .112 OHM/M @25C COLORLESS WATER FILTERED FROM   WATERY MUD. -2 MIDDLE RES: .059 OHM/M @25C COLORLESS WATER WITH TRACE OF        BLACK SEDIMENT. -3 BOTTOM RES: .058 OHM/M @25C (SAME AS -2).                    -5 DHS RES","","",".0002",".0488",".166","19001","0","176","36","0","0","0","28050","0","0","2635","198","0","0","0","PRESENT","","  "
"200D091I094H0300","    ","    ","                ","03699","00","F76-1672-4","","1109.6","1109.5","19760205","1.014","DHS #524 GAS AND 320 MLS MUDDY WATER. ANALYSIS DETERMINED ON COLORLESS FILTRATE. FE PRESENT. JOHNSTON DHS #524 REC'D AT 120 PSIG PRESSURE. F76-1673-1 TOP OF     RECOVERY RES: 1.82 OHM/M @ 25C COLORLESS WATER EXTRACTED FROM MUD; -2 MIDDLE    OF RECOVERY RES: 1.69 OHM/M @ 25C SAME AS ABOVE; -3 BOTTOM","","",".0001",".016",".394","6217","0","20","14","0","0","0","8405","0","0","903","845","96","0","0","NIL","","  "
"200D091I094H0300","    ","    ","                ","03699","00","F76-1673-4","","1071.5","1071.4","19760206","1.009","BOT OF RECOVERY PALE YELLOW WATER WITH 15% SEDIMENT LAYER. FE MUCH.","","","0",".0075",".862","3009","0","4","3","0","0","0","2655","0","0","1708","369","625","0","0","NIL","","  "
"200C055I094G0700","    ","    ","                ","03701","00","F76-1756-2","","1202.6","1202.4","19760226","1.022","DHS #519 GAS AND 1450 MLS WATERY MUD. ANALYSIS DETERMINED ON COLORLESS FILTRATE. FE PRESENT. JOHNSTON DHS #519 REC'D AT 150 PSIG PRESSURE. F76-1672-1 TOP OF     REC RES: 1.25 OHM/M 2 25C COLORLESS WATER EXTRACTED FROM MUD; -2 MIDDLE OF      REC RES: .700 OHM/M @ 25C SAME AS ABOVE; -3 BOT OF REC RES:","","",".0001",".026",".231","2969","12000","96","46","0","0","0","15250","0","0","512","313","0","0","0","NIL","","  "
"200B049L094P1200","    ","    ","                ","03702","00","F76-1828","","2313.8","2313.4","19760311","1.007","CHAMBER COLORLESS WATER FILTERED FROM WATERY MUD. FE TRACE. F76-1756-1 RECOVERY RES: .245 OHM/M @ 25C COLORLESS WATER FILTERED    FROM WATERY MUD.","","","0",".0063","1.07","2324","0","40","19","0","0","0","2285","0","0","854","1070","120","0","0","NIL","","  "
"200A035K094P0700","    ","    ","                ","03703","00","F76-1752-1","","1807.2","1807.5","19760223","1.004","STOCK TANK COLORLESS WATER WITH TRACE BLACK SEDIMENT. FE MUCH.","","","0",".0034","2.02","1081","0","102","15","0","0","0","745","0","0","451","1199","0","0","0","NIL","","  "
"200A035K094P0700","    ","    ","                ","03703","00","F76-1759-3","","448.4","448.1","19760228","1.004","DHS 134ML MUDDY WATER WITH PALE YELLOW FILTRATE. FE MUCH. JOHNSTON DHS REC'D @ATM PRESSURE.","","","0",".0034","1.68","1121","0","155","31","0","0","0","1564","0","0","756","120","0","0","0","NIL","","  "
"200A035K094P0700","    ","    ","                ","03703","00","F76-1864","","","","19760315","1.026","BOTTOM COLORLESS WATER WITH TRACE SEDIMENT. FE MUCH. F76-1759-1 TOP RES: 1.94 OHM/M @25C PALE YELLOW WATER EXTRACTED FROM   MUD. -2 MIDDLE RES: 1.93 OHM/M @25C COLORLESS WATER FILTERED FROM MUDDY         WATER.","","","0",".0314",".203","126","0","6406","3399","0","0","0","21250","0","0","232","89","0","0","0","PRESENT","","  "
"200B090J094B1600","    ","    ","                ","03704","00","F76-113","","","","19760727","1.032","TOP OF TOOL COLORLESS WATER FILTERED FROM MUDDY WATER. FE MUCH. F76-1752-2 DHS #105609 REC'D @ATM PRESSURE, GAS ONLY.","","","0",".0405",".169","3609","1300","6006","3217","0","0","0","25450","0","0","1196","838","0","0","0","MUCH","","  "
"200B090J094B1600","    ","    ","                ","03704","00","F76-1976","","","","19760617","1.037","FLARELINE GREEN COLORED WATER WITH THIN LAYER OF BLACK SEDIMENT. FE PRESENT.","","",".0002",".0479",".148","12779","4900","1642","850","0","0","0","28100","0","0","1171","1037","0","0","0","MUCH","","  "
"200B090J094B1600","    ","    ","                ","03704","00","F80-1166-1","","1300","1300","19791005","1.014","SEPARATOR THE SAMPLE CONSISTED OF FOAMY, MUDDY SALT WATER WITH A TRACE OF HYDROCARBON. FE NIL.","","",".0001",".0184","1.96","1868","46","30","14","0","0","0","1790","0","0","7314","658","4636","0","0","NIL","","  "
"200B024F094H0700","    ","    ","                ","03707","00","F76-1701-3","","1167","1167.4","19760215","1.048","BOTTOM COLORLESS WATER FILTERED FROM MUDDY WATER. FE MUCH. F76-1702-1 TOP RES: .303 OHM/M @ 25C COLORLESS WATER EXTRACTED FROM    MUD; -2 MIDDLE RES: .174 OHM/M @ 25CSAME AS ABOVE; -4 DHS #10366 RES: .134      OHM/M @ 25C REC'D AT 90 PSIG PRESSURE AND CONTAINED GAS AND 2400 MLS MUDDY      WATER, ANA","","",".0002",".0681",".107","24751","0","1369","340","0","0","0","41100","0","0","415","344","0","0","0","NIL","","  "
"200A044A094B1600","    ","    ","                ","03708","00","F76-1675-1","","1287.9","1287.8","19760207","1.009","DHS GAS AND 1200 MLS SLIGHTLY OIL FLECKED WATERY MUD. ANALYSIS DETERMINED ON        COLORLESS FILTRATE. FE MUCH. JOHNSTON DHS #103731 REC'D AT 35 PSIG PRESSURE. F76-1701-1 120' FROM   TOP RES: .361 OHM/M @ 25C COLORLESS WATER EXTRACTED FROM MUD; -2 TOP OF TOOL    RES: .186 OHM/M @ 25C COLORLESS WATE","","","0",".0084",".779","2857","0","222","52","0","0","0","2425","0","0","1488","1831","264","0","0","PRESENT","","  "
"200B082H094P0500","    ","    ","                ","03711","00","F76-1717-4","","646.4","646.2","19760217","1.035","BOTTOM GREEN COLORED WATER WITH 10% SEDIMENT LAYER. FE MUCH. F76-1975-2 DHS RES: .805 OHM/M @ 25C JOHNSTON DHS #105610 REC'D AT     128 PSIG PRESSURE. SAMPLE WAS GAS AND 820 MLS COLORLESS WATER.","","",".0002",".0433",".146","6813","16500","296","174","0","0","0","25000","0","0","2001","25","288","0","0","NIL","","  "
"200A061L094H0100","    ","    ","                ","03714","00","F76-1780-3","","993.7","993.6","19760303","1.007","DHS BROWN WATER FILTERED FROM MUDDY WATER. FE MUCH. F76-1717-1 TOP RES: .081 OHM/M @25C (SAME AS ABOVE). -2 MIDDLE RES:    .095 OHM/M @25C (SAME AS ABOVE). -3 ABOVE TOOL RES: .125 OHM/M @25C (SAME AS    ABOVE).","","","0",".0066",".949","2597","0","16","7","0","0","0","2806","0","0","1232","318","252","0","0","NIL","","  "
"200A061L094H0100","    ","    ","                ","03714","00","F76-1786-4","","1027.3","1027.2","19760306","1.007","DHS J.T. DHS #547 REC'D UNDER A PRESSURE OF 105 PSIG. CONTAINED IN THE SAMPLER      WAS GAS AND 240 ML OF MUDDY WATER. ANALYSIS DETERMINED ON COLORLESS WATER       FILTERED FROM THE MUDDY WATER. FE MUCH. F76-1780-1 DST #1 MID RESIS: 1.71 OHM/M @ 25 C. ANALYSIS DETERMINED    ON COLORLESS WATER EXTRAC","","","0",".007","1.03","2385","0","108","22","0","0","0","1435","0","0","854","2523","120","0","0","NIL","","  "
"200C040E094P0700","    ","    ","                ","03715","00","F76-1819 -3","","512","512.1","19760307","1.023","DHS J.T. DHS #34 REC'D UNDER ATM PRESSURE. CONTAINED IN THE SAMPLER WAS 180 ML      MUD. NO RECOVERABLE GAS PRES. ANALYSIS DETERMINED ON COLORLESS WATER EXTRACTE   D FROM MUD. FE TRACE. F76-1786-1: DST #3 TOP RESIS: 1.32 OHM/M @ 25 C. COLORLESS WATER      EXTRACTED FROM MUD. F76-1786-2: DST #3 MID R","","",".0001",".0282",".244","10413","0","330","285","0","0","0","15150","0","0","3965","33","0","0","0","NIL","","  "
"200B006C094H0400","    ","    ","                ","03718","00","F76-1736-3","","1336.3","1336.2","19760220","1.014","TOP ANALYSIS DETERMINED ON YELLOW COLOURED WATER EXTRACTED FROM MUD. FE PRES.","","",".0001",".014",".443","5413","150","124","32","0","0","0","5920","0","0","4831","92","0","0","0","MUCH","","  "
"200C012G094A1400","    ","    ","                ","03720","00","F76-1804","","1062.6","1062.2","19760308","1.006","BOTTOM YELLOW COLORED WATER WITH 20% SEDIMENT LAYER. FE PRESENT. F76-1736-1 TOP RES: 1.19 OHM/M @ 25C YELLOW COLORED WATER EXTRAC-   TED FROM MUD; -2 MIDDLE RES: .564 OHM/M @ 25C YELLOW COLORED WATER FILTERED     FROM MUDDY WATER.","","","0",".0051","1.39","2064","0","15","5","0","0","0","262","0","0","2708","575","817","0","0","NIL","","  "
"200A089H094H0700","    ","    ","                ","03722","00","F76-1839-4","","1143.2","1143","19760319","1.02","SEPARATOR SAMPLE CONSISTED OF COLORLESS WATER WITH A TRACE OF IRON OXIDE SED./            THE ABNORMAL S.G. AND REFRACTIVE INDEX VALUES INDICATE POSSIBLE ALCOHOL         CONTAMINATION. FE VERY MUCH.","","",".0001",".0258",".253","9455","0","476","129","0","0","0","14900","0","0","1440","91","0","0","0","NIL","","  "
"200A089H094H0700","    ","    ","                ","03722","00","F77-775","","1145.8","1145.4","19770206","1.036","DHS GAS AND 50ML MUDDY WATER WITH COLORLESS FILTRATE. FE MUCH. JOHNSTON DHS REC'D @30 PSIG. F76-1851-1 RECOVERY RES: .404 OHM/M       @25C COLORLESS WATER FILTERED FROM WATERY MUD.","","",".0002",".0593",".149","19985","0","2202","607","0","0","0","36200","0","0","427","64","0","0","0","NIL","","  "
"200C060A094H0200","    ","    ","                ","03726","00","E76-4911-8","","1095.8","1095.5","19760402","1.068","TOP OF TOOL ANALYSIS DETERMINED ON COLORLESS WATER FILTERED FROM MUDDY WATER. FE MUCH. F76-1839-1: DST #2 300' ABO TOOL RESIS: 2.00 OHM/M @ 25 C.             PALE YELLOW COLORED WATER EXTRACTED FROM MUD. F76-1839-2: DST #2 150' FROM      ABO TOOL RESIS: 1.98 OHM/M @ 25 C. SAME AS ABOVE. F76-1839-3:","","",".0004",".0991",".087","36983","0","1201","389","0","0","0","59000","0","0","832","1115","0","0","0","PRES","","  "
"100143308217W600","    ","    ","                ","03728","00","F76-1964-1","","1167.6","1167.4","19760607","1.013","TOP OF TOOL THE SAMPLE CONSISTED OF MURKY WATER. THE ANALYSIS IS CHARACTERISTIC OF A        FORMATION WATER. FE TRACE. E76-4911-5: 1240' FROM TOP OF TOOL - TOP OF WATER RESIS: .095         OHM/M @ 25 C. MURKY WATER SAMPLE. H2S PRES. E76-4911-7: MIDDLE OF WATER         RESIS: .088 OHM/M @ 25 C. SAME","","","0",".0146",".616","4504","0","400","24","0","0","0","888","0","0","1635","7886","60","0","0","PRESENT","","  "
"100143308217W600","    ","    ","                ","03728","00","F76-1965-3","","1039.6","1039.4","19760608","1.007","TOP OF FLUID YELLOW COLORED WATER EXTRACTED FROM MUD. FE PRESENT. F76-1964-2 TOP OF TOOL RES: .630 OHM/M @ 25C YELLOW COLORED WATER   EXTRACTED FROM MUD.","","","0",".0051","1.26","1946","0","116","12","0","0","0","1245","0","0","3294","111","0","0","0","NIL","","  "
"100143308217W600","    ","    ","                ","03728","00","F76-1966-3","","855.2","855","19760608","1.008","TOP OF TOOL 20% CONDENSATE AND 80% GREEN COLORED WATER. FE MUCH.","","","0",".0078","1.02","2648","0","38","2","0","0","0","674","0","0","698","4071","65","0","0","NIL","","  "
"200B007L094P0800","    ","    ","                ","03733","00","F76-1808-2","","1767.6","1767.8","19760309","1.007","TOP OF TOOL BROWN WATER FILTERED FROM WATERY MUD. FE MUCH. F76-1809-1 TOP OF FLUID RES: 1.24 OHM/M @25C (SAME AS ABOVE).","","","0",".0067","1.21","2566","0","56","5","0","0","0","1403","0","0","2501","1214","270","0","0","NIL","","  "
"200B007L094P0800","4700","8400","G               ","03733","00","F76-1809-2","","1809.8","1809","19760311","1.007","FLARELINE COLORLESS WATER. FE MUCH.","","","0",".0072",".933","2722","0","64","5","0","0","0","2032","0","0","2013","1140","240","0","0","NIL","","00"
"200B007L094P0800","    ","    ","                ","03733","00","F77-764-1","","","","19770125","1.083","BTM OF RECOVERY SAMPLE AS REC'D CONSISTED OF COLORLESS WATER WITH A 20% SED. LAYER. FE PRES. F76-1801-1 DST #1 TOP OF RECOVERY RESIS: .173, ANALYSIS DETERMINED]    ON PALE YELLOW COLORLED WATER FILTERED FROM WATERY MUD. -2 DST #1 MID OF        RECOVERY RESIS: .","","",".0002",".1089",".08","19759","0","19379","1263","0","0","0","68200","0","0","317","97","0","0","0","NIL","","  "
"200B007L094P0800","    ","    ","                ","03733","00","F77-764-2","","","","19770127","1.072","FLARELINE COLORLESS WATER. INDICATES SPENT ACID CONTAMINATION. FE MUCH.","","",".0002",".0945",".09","21191","0","13181","1039","0","0","0","58800","0","0","317","82","0","0","0","NIL","","  "
"200A029A094H0400","    ","    ","                ","03735","00","F76-247-1","","","","19760925","1.057","STOCK TANK COLORLESS WATER WITH TRACE OF BLACK SEDIMENT. FE PRESENT. DUMP LINE TO STOCK TANK. FLOWING.","","",".0002",".0786",".105","15062","0","8729","4128","0","0","0","50300","0","0","610","95","0","0","0","NIL","","  "
"200A029A094H0400","    ","    ","                ","03735","00","F76-247-2","","","","19760926","1.053","DUMPLINE TO TANK SAMPLE CONSISTED OF PALE GREEN COLOURED WATER WITH A TRACE OF BLACK SED. FE PRES.","","",".0002",".073",".112","16806","0","6775","2933","0","0","0","45900","0","0","781","160","0","0","0","NIL","","  "
"200A029A094H0400","    ","    ","                ","03735","00","F76-255","","","","19760928","1.049","STOCK TANK COLORLESS WATER WITH TRACE OF BLACK SEDIMENT. FE PRESENT. DUMP LINE TOT STOCK TANK. FLOWING.","","",".0002",".0678",".12","18204","0","4805","2112","0","0","0","41800","0","0","1391","188","0","0","0","PRESENT","","  "
"200A029A094H0400","    ","    ","                ","03735","00","F76-267","","","","19760930","1.046","STOCK TANK SAMPLE AS REC'D CONSISTED OF COLORLESS WATER WITH A TRACE OF BLACK SED. FE MUCH.","","",".0002",".0636",".124","19128","0","3379","1447","0","0","0","38700","0","0","1586","117","0","0","0","PRESENT","","  "
"200A029A094H0400","    ","    ","                ","03735","00","F76-429-3","","","","19761105","1.034","TOP OF TOOL BROWN WATER EXTRACTED FROM MUD. FE MUCH. F76-1808-1 TOP OF FLUID RES: 2.33 OHM/M @25C BROWN WATER FILTERED      FROM WATERY MUD, INHIBITOR PRESENT.","","",".0001",".0475",".148","12889","0","3263","1469","0","0","0","29100","0","0","1330","95","0","0","0","PRES","","  "
"200C100I094H0300","    ","    ","                ","03736","00","E76-4917-3","","1239.9","1239","19760331","1.064","MIDDLE MURKY WATER WITH TRACE OF HYDROCARBON PRESENT. FE TRACE. E76-4919-1 TOP RES: .546 OHM/M @ 25C MUD WITH TRACE OF HYDROCARBON.","","",".0003",".0913",".09","34623","0","841","236","0","0","0","54600","0","0","1067","492","0","0","0","NIL","","  "
"200C100I094H0300","    ","    ","                ","03736","00","E76-4919-2","","1156.5","1156.7","19760401","1.048","STOCK TANK COLORLESS WATER WITH TRACE OF BLACK SEDIMENT. FE MUCH. FLOWING.","","",".0003",".0694",".12","26202","0","633","245","0","0","0","40900","0","0","1350","770","0","0","0","NIL","","  "
"200D053F094A1500","    ","    ","                ","03738","00","F76-1853","","1008.6","1008.9","19760321","1.012","BOTTOM THE WATER WAS COLOURLESS AND CONTAINED SOME IRON OXIDE SED. THE ANALYSIS        IS CHARCTERISTIC OF A FORMATION WATER. FE MUCH. E76-4917-1: TOP RESIS: .090 OHM/M @ 25 C. COLORLESS WATER WITH         SOME IRON OXIDE SED. E76-4917-2: MIDDLE RESIS: .090 OHM/M @ 25 C. SAME          AS ABOVE.","","","0",".0134",".685","3838","0","575","12","0","0","0","760","0","0","671","7894","0","0","0","NIL","","  "
"200D053F094A1500","    ","    ","                ","03738","00","F76-1854","","1030.3","1030.2","19760322","1.011","TOP OF TOOL ANALYSIS DETERMINED ON BROWN COLORED WATER EXTRACTED FROM MUD. FE PRES.","","","0",".0121",".744","3419","0","563","13","0","0","0","690","0","0","610","7137","0","0","0","NIL","","  "
"200D053F094A1500","    ","    ","                ","03738","00","F76-1855-4","","1213.2","1213.1","19760323","1.106","TOP OF TOOL ANALYSIS DETERMINED ON BROWN COLOURED WATER EXTRACTED FROM MUD. FE PRES.","","",".0006",".1544",".057","56689","0","2531","651","0","0","0","90800","0","0","1269","3097","0","0","0","MUCH","","  "
"200B022A094P0500","    ","    ","                ","03739","00","E76-4051-3","","662.6","662","19760227","1.015","TOP OF TOOL PALE GREEN WATER WITH TRACE OF SEDIMENT. FORMATION WATER. FE PRESENT. F76-1855-1 TOP OF FLUID RES: .145 OHM/M @ 25C BROWN WATER FILTERE   D FROM WATERY MUD; -2 TOP OF WATER RES: .060 OHM/M @ 25C PALE GREEN WATER WIT   H TRACE OF SEDIMENT; -3 MIDDLE RES: .058 OHM/M @ 25C SAME AS ABOVE.","","",".0001",".0163",".427","6083","0","200","125","0","0","0","8820","0","0","2168","31","0","0","0","NIL","","  "
"200D094B094A1500","    ","    ","                ","03741","00","F76-153-10","","1220.2","1220.7","19760802","1.073","WELLHEAD SAMPLE IS CONSISTED OF 8.7% OIL AND 91.3% PALE GREEN COLOURED WATER.            ANALYSIS IS CHARACTERISTIC OF HALFWAY FORMATION WATER. FE PRES.","","",".0004",".1027",".082","37420","0","1842","461","0","0","0","58900","0","0","1879","3166","0","0","0","MUCH","","  "
"200D094B094A1500","8700","4800","A               ","03741","00","F76-414-1","","1223.7","1223.2","19761103","1.103","WELLHEAD SAMPLE CONSISTED OF 8.6% OIL AND 91.4% PALE GREEN COLOURED WATER. ANALYSIS      IS CHARACTERISTIC OF HALFWAY FORMATION WATER. FE PRES.","","",".0005",".1496",".06","54677","0","2603","680","0","0","0","88000","0","0","1220","3013","0","0","0","MUCH","","00"
