"PROJECTS FILE"
"Area Code","Formtn Code","Pool Seq","Project Code","Project Name","Project Type","Proj Revns Num","Proj Doa","Proj Dga","Proj Eff Date","Proj Apprvl Date","Proj Term Date","Proj Area","PE Num"
"4385","2900","A","02","CNRL UNIT #1","GEPG","","","742.6","19771201","19771201","","93-I-10 Block I - Units 92, 93 93-I-15 Block A - Units 2, 3, 12-19, 22-29, 32-39, 42-49, 56-59, 66-69. Note: The area description is that of the named Unit agreement at the time of GEP approval, and may now vary.","0063"
"4600","4560","A","02","BERKLEY PROJECT","CONC","1","","120","20000524","20000524","","Twp 86 Rge 25 - Sections 34, 35 Twp 87 Rge 25 - Sections 1, 2, 11.",""
"4900","4575","A","05","CNRL UNIT #3","CONC","","","422.6","19700801","19700801","","Twp 88 Rge 23 - N/2 Sect 20, Sect 29, N/2 Sect 30, Frac Sect 31 94-A-12 Block I - Units 40, 50, 60, 70, 80, 90, 100                 Block J - Frac Units 2-4, Units 12-14, 22-26, 31-37, 41-47, 51-57, 61-67, 71-77, 81-87, 91-95 94-A-13 Block A - Units 10, 20, 30                 Block B - Units 1-5, 11-17, 21-27, 34-38, 44-48. ","0146"
"4900","4575","A","07","REMINGTON UNIT #4","PMWF","","66.5","","19720601","19720601","20200122","Twp 87 Rge 24 - N/2 Sect 13, Sect 24, 25, S/2 Sect 36.","0018"
"4900","4575","B","02","BERKLEY PROJECT","GEPO","","4.5","2.5","19820422","19820422","","Twp 86 Rge 24 - W/2 Sect 11.","0036"
"5150","8400","D","02","BCSTAR PROJECT","GEPG","","","321.7","19800303","19800303","20050324","94-I-6  Block J - Units 80, 90, 100              Block K - Units 71-75, 81-85, 91-95 94-I-11 Block B - Units 10, 60, 70, 80, 90, 100               Block C - Units 1-5,14,15,24, 25, 34, 35, 44, 45, 51, 58, 59, 61, 68, 69, 71, 76-79, 81, 86-89, 91, 98, 99               Block F - Units 1, 8, 9               Block G - Unit 10.","0083"
"5170","2200","A","02","CANHUNTER PROJECT","GEPG","","","","19860825","19860825","","93-P-1 Block A - Units 51-100               Block B- Units 51-53, 61-63, 71-75, 81-85, 91-95               Block G - Units 1-5, 11, 21, 31, 41               Block H - Units 1-50, 51-59, 61-69, 71-79, 81-89, 91-99               Block I - Units 1-9, 11-19, 21-29, 31-39, 41-49, 51-59, 61-69, 71-75, 81-85.","0077"
"5170","2200","C","02","CANHUNTER PROJECT","GEPG","","","","19860825","19860825","","93-P-1 Block A - Units 51-100               Block B- Units 51-53, 61-63, 71-75, 81-85, 91-95               Block G - Units 1-5, 11, 21, 31, 41               Block H - Units 1-50, 51-59, 61-69, 71-79, 81-89, 91-99               Block I - Units 1-9, 11-19, 21-29, 31-39, 41-49, 51-59, 61-69, 71-75, 81-85.",""
"5170","2700","C","02","CANHUNTER PROJECT","GEPG","","","","19860825","19860825","","93-P-1 Block A - units 51-100               Block B - units 51-53, 61-63, 71-75, 81-85, 91-95               Block G - units 1-5, 11, 21, 31, 41               Block H - units 1-50, 51-59, 61-69, 71-79, 81-89, 91-99               Block I - units 1-9, 11-19, 21-29, 31-39, 41-49, 51-59, 61-69, 71-75, 81-85.","0072"
"5420","8400","B","02","ESSO PROJECT","GEPG","","","292.6","19751208","19751208","","94-I-14 Block J - Units 32, 33, 42, 43.","0123"
"5600","4800","C","02","IMPACT PROJECT","GEPG","","","","20030120","20030120","","94-G-1 Block I - Unit 91 94-G-8 Block A - Units 1, 11-13, 21-23, 31-33, 41-43, 52, 53, 62, 63 94-H-4 Block L - Unit 100 94-H-5 Block D - Units 10, 20, 30, 40 and 50.","1026"
"6140","4800","T","02","AEC PROJECT","GEPG","1","","","20010321","20010321","","Twp 81 Rge 22 - Sec 23-26 and 36.","0378"
"6200","4800","D","02","POCO PROJECT","CONC","1","61.7","25","19921209","19921209","","Twp 87 Rge 19 - Sect 1","0184"
"6430","2520","A","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"6500","4800","D","06","CNRL PROJECT","CONC","1","52.1","60","19921013","19960521","","94-A-15 Block J - Units 74, 75, 84, 85, and 95.","0193"
"6530","4520","A","03","DEVON PROJECT","PMWF","1","101","","19971221","19971201","20200819","Twp 86 Rge 18 - W/2 Sect 9, NE/4 Sect 9, Sect 16 and Sect 21.","0259"
"6800","4800","L","07","ENCAL PROJECT","CONC","","10","60","19720718","19720718","","94-A-16 Block E - Unit 62","0102"
"6800","4800"," ","05","NORTH PEEJAY PROJECT","CONC","","10","60","19770930","19770930","","94-A-15 Block I - Units 31-33, 41-44, 51-54, 61-63.","0082"
"7000","4800","C","02","CNRL PROJECT","PMWF","2","67.3","","20050919","20041012","","94-A-15: Block G - units 11, 21              Block H - units 10, 20 and 30.","1151"
"7265","4540","A","02","ENCAL PROJECT","CONC","","6.7","9.3","19840813","19840813","","Twp 85 Rge 25 - Sect 12.","0061"
"7400","4900","C","03","TERRA PROJECT","PMWF","5","418.4","","20010501","20000914","","DLS 85-21 W6M Sections 3W, 4E, 9NW, 9E, 10W","0364"
"7600","4800","Z","02","CANADIAN FOREST PROJECT","PMWF","","30","","19980612","19980330","20080415","Twp 88 Rge 17 - E/2 & SW/4 Sec 29, SE/4 Sec 30.","0294"
"7620","2700","A","02","REMINGTON PROJECT","CONC","3","10","45.7","19920201","19931116","","Twp 88 Rge 16 - Sect 3, 10 & 15.","0189"
"7770","8600","E","03","MOBIL PROJECT","GEPG","","","","19890704","19890704","","94-I-14 Block C - Units 92, 93               Block F - Units 2, 3.","0168"
"8000","4580","F","03","SEARCH PROJECT","CONC","1","20","7.1","19980312","19981027","","Twp 86 Rge 19 - N/2 Sect 1.","0291"
"8100","4580","D","03","HUNT PROJECT","CONC","","10","10","20050330","20050330","","Twp 86 Rge 21 W6M - Section 34.","1195"
"8100","4900","A","02","BAYTEX PROJECT","CONC","","","60","20080218","20080218","","Twp 87 Rge 20 W6M - Sections 16 and 21.","1412"
"8100","6200","C","03","PHILLIPS PROJECT","PMGI","","193.7","","19910312","19900704","20210112","Twp 85 Rge 20 - Sect 26, W/2 Sect 35 Twp 86 Rge 20 -  S/2 Sect 2.","0180"
"8100","6200","C","05","ANDERSON PROJECT","PMWF","7","580","","19910830","20000801","","Twp 85 Rge 20 - E/2 Sec 21, SW/4 & N/2 Sec 22, NW/4 Sec 23, Sec 27, E/2 Sec 28, NE/4 Sec 32, Sec 33 and Sec 34 Twp 86 Rge 20 - Sec 3, Sec 4, E/2 & SW/4 Sec 5 and Sec 9.","0182"
"8100","6200","L","02","CNRL PROJECT","GEPO","","75.9","","20070425","20070425","","Twp 86 Rge 20 - Sect 6, S/2 & NW/4 Sect 7 Twp 86 Rge 21 - NE/4 Sect 1, E/2 Sect 12, S/2 Sect 13 and N/2 sect 14.  ","1353"
"8110","4060","B","02","TALISMAN PROJECT","GEPG","","","1820.1","19790104","19790104","","93-P-4 Block I - Units 72-79, 82-89, 92-99 93-P-5 Block A - Units 2-9, 14-20, 24-30, 34-40, 44-50, 58-60, 68-70, 78-80, 88-90               Block B - Units 11-13, 21-23, 31-35, 41-45, 51-57, 61-67, 71-77, 81-87.","0093"
"8240","4610","A","02","CNRL UNIT #1","GEPG","","","120","19781201","19781201","","94-H-8    Block C - Units 56-60, 66-70, 76-80, 86-90               Block D - Units 32-37, 42-47, 51-57, 61-67, 71-75, 81-85, 94, 95               Block E - Units 4, 5, 12-15, 22-25, 32-35, 42-45. Note: The area description is that of the named Unit agreement at the time of GEP approval, and may now vary. ","0045"
"8300","4800","M","07","ENCAL PROJECT #2","CONC","","37.7","25","19910121","19910121","","94-A-15 Block I - Units 58, 59, 68, 69, 76, 77, 78, 86, 87.","0179"
"8300","4800"," ","08","CNRL PROJECT","GEPG","","","","19950914","19950914","","94-H-2 Block B - Units 96, 97               Block G - Units 6, 7.","0226"
"8400","4805","B","02","CNRL PROJECT","CONC","","","","19900329","19890922","","94-H-2 Block A - Units 15 and 16","0171"
"9021","5000","A","65","CNRL GAS CYCLING PROJECT","EXP","","","","20190131","20190131","","Twp 81  Rge 18  W6M  Sections 17 - 20 Twp 81  Rge 19  W6M  Section 23 & 24",""
"0200","2700","A","02","UNOCAL UNIT #1","CONC","","","281.7","19770301","19770301","","94-A-13 Block L - Units 12-17, 22-27, 32-37, 42-47, 52-58, 62-68, 76-79, 86-89. Note: The area description is that of the named Unit agreement at the time of CONC approval, and may now vary.",""
"0380","4800","B","02","SAMSON PROJECT","GEPG","","","","20040614","20040614","","Twp 84 Rge 20 - Sect 21, 28 and 33 Twp 85 Rge 20 - Sect 4 and 5.","1129"
"0400","4800","A","02","ENCAL PROJECT","PMWF","5","360.9","0","19631015","19631015","20170831","94-H-2 Block J - Units 18-20, 28-30, 38-40, 48-50, 58-60.","0099"
"0740","8580","A","05","TRANSEURO BEAVER RIVER INC","EXP","","","","20010703","20010703","20180101","94-N-16 Block E unit 91                                                                    Block F units 98-100              Block J units 80, 90, 100             Block K units 8-10, 16-20, 26-30, 34-39, 44-49, 52-57, 62-67, 71-77, 81-87, 91-95              Block L units 1, 11, 21 95-C-1  Block B fractional unit 10             Block C fractional units 1, 2, 3, 4 and 5.","0386"
"0760","4800","B","06","CNRL PROJECT","PMWF","3","90","","19970901","19970721","20200120","94-A-15 Block A - Units 58, 68, 78-80 and 88-90.","0268"
"0760","4800","C","02","STARVEST PROJECT","CONC","","10","15","19910516","19910516","","94-A-15 Block A - Unit 67","0177"
"1280","4800","F","02","ANDERSON PROJECT","CONC","","","14.1","19971215","19970304","","94-H-3 Block K - Unit 12","0254"
"1400","7400","A","02","SUNCOR PROJECT","GEPO","3","869","","19630403","19970915","","Twp 88 Rge 25 - Section 25, fractional Sections 35 and 36 94-A-12 Block K - fractional Units 8, 9 & Units 18 - 20, 29, 30, 39, 40, 49, 50, 60, 70                 Block L - Units 31, 41, 51.","0101"
"1400","7400","E","03","SUNCOR PROJECT","PMWF","2","88","","19940110","19931126","","This area is now the Debolt E pool.  B pool was split into B and E pools in April 2000.  The injection well is in the E pool so the E pool retains the PMWF approval. NTS 94-A-12:	Block L -	units 61, 71, 72, 81, 82, 92, 93 NTS 94-A-13:	Block D - 	units 2 - 4.",""
"2000","4520","F","02","TWIN BUTTE PROJECT","CONC","1","","7","20090514","20090514","","84-14W6M - E/2 Section 31","1488"
"2100","4700","D","03","CONOCOPHILLIPS PROJECT","CONC","","","","20030801","20061102","20170831","93-P-10 Block B - Units 80, 89, 90             Block C - Units 61-63,  71-73, 81-83, 91-95             Block F - Units 2-4, 12-15, 22-25, 33-36, 43-46, 53-56 Twp 76 Rge 19 - Sect 35, partial Lsd's 15 & 16                          Sect 36, partial Lsd's 13-16 Twp 77 Rge 19 - Sect 1, E/2 Sect 2, E/2 Sect 11, Sect 12. ","1317"
"2400","2900","C","02","CNRL PROJECT","CONC","","","60","20010716","20010716","","94-A-14 Block A - Units 38,39,48,49.","0389"
"2400","4805","A","02","RIGEL PROJECT","CONC","2","95.1","38","19780601","19961107","","94-A-11 Block I - Units 36, 37 and 46.","0056"
"2400","4805","E","06","CNRL PROJECT","CONC","3","","143","19970423","19950303","","Twp 88 Rge 20 - Sect 34 Lsds 1 to 8 & frac Lsds 9, 10, 11, 12                         Sect 35 Lsds 1 to 8 & frac Lsds 9, 10, 11, 12  94-A-11 Block I - Frac Units 16 to 18.","0219"
"2400","4805","J","10","CNRL PROJECT","CONC","3","","161.8","19960403","20000501","","94-A-11 Block I - Frac Units 16 - 18 & Units 26 - 29, 38 and 39.","0237"
"2400","4805","K","11","CNRL PROJECT","CONC","2","","80.4","19961217","20000501","","94-A-11 Block I - Units 38, 48 and 56 - 58.","0249"
"2820","4800","C","02","CNRL UNIT #1","PMWF","","61.8","","19800401","19800401","20200213","94-A-16 Block F - Units 78, 79, 88, 89, 98, 99                 Block K - Units 8, 9.",""
"2900","8400","A","02","DORSET PROJECT","GEPG","","","60","19810114","19810114","","94-P-5 Block B - Units 34, 35, 44, 45.","0100"
"3260","4800","B","03","PENGROWTH PROJECT","CONC","","","10.2","20060303","20060303","20060320","94-A-16 Block F - units 56, 57, 66 and 67.","1259"
"3360","4100","A","02","MERIT PROJECT","GEPG","","","791.4","19890215","19890215","","94-B-10 Block K - Units 72, 73, 82, 83, 92, 93 94-B-15 Block C - Units 2, 3, 12, 13, 22, 23, 32-35, 42-45, 52-55, 62-65, 74-77, 84-87, 96, 97                 Block F - Units 6, 7, 16-19, 26-29, 36, 37, 46, 47, 56, 57, 66, 67.","0162"
"3390","4100","A","02","RIGEL PROJECT","GEPG","","","211","19880613","19880613","","94-B-16 Block D - Units 54-57, 64-67, 74-77, 84-87.","0034"
"3426","4800","C","02","CNRL PROJECT","CONC","","25.2","60","19950911","19950911","","94-A-16 Block K - Units 18, 19, 28, 29.","0225"
"3560","4800","E","02","ENCAL PROJECT","CONC","2","","","19781016","19781016","","Twp 84 Rge 16 - Section 18, 19 Twp 84 Rge 17 - Section 13, 14, 23, 26.","0070"
"3580","4800","D","05","RIGEL PROJECT","CONC","","72","56","19990816","19990816","","Twp 84 Rge 17 - Sect 34 Twp 85 Rge 17 - Sect 3.","0333"
"3600","4580","C","04","CALAHOO PROJECT","CONC","1","20","12.2","19840919","19991119","","Twp 83 Rge 18 - S/2 Sect 35 and Sect 36.","0147"
"4390","4700","B","02","DUVERNAY PROJECT","CONC","1","","45","20020603","20020603","","Twp 78 Rge 19 - N/2 Sect 32 , NW/4 Sect 33 Twp 79 Rge 19 - SW/4 Sect 3 and S/2 Sect 4.","0410"
"4600","4100","A","02","ANADARKO PROJECT","GEPG","","","","20010716","20010716","","Twp 86 Rge 25 - Sect 34, 35 Twp 87 Rge 25 - Sect 1, 2, 11, 12.","0390"
"4900","4540","C","02","PURSUIT PROJ","CONC","","10","28","19960329","19960329","","Twp 87 Rge 23 - Sect 16 and 21.","0236"
"4900","4575","A","04","CNRL UNIT #1","PMWF","7","1151.5","","19680725","19680725","","Twp 87 Rge 23 - N/2 Sect 32, Sect 33 Twp 88 Rge 23 - Sect 4, 5, 6, 7, 8, S /2 & NW/4 Sect 9, S/2 Sect 16, Sect 17-19, S/2 Sect 20, S/2 Sect 30 Twp 88 Rge 24 - N/2 Sect 1, Sect 12, 13, N/2 Sect 23, Sect 24 - 26, Frac Sect 35, Frac Sect 36 94-A-12 Block J - Frac Units 5-8, Units 15-18, 27.","0007"
"4900","4575","A","06","PURSUIT UNIT #2","PMWF","","447.9","","19710423","19710423","20200120","Twp 85 Rge 23 - N/2 Sect 31 Twp 86 Rge 23 - Sect 5-8, 17-20, W/2 Sect 30, W/2 Sect 31 Twp 86 Rge 24 - E/2 Sect 24, E/2 Sect 25, E/2 Sect 35, Sect 36 Twp 87 Rge 23 - Sect 5-7, S/2 Sect 8, Sect 18, 19, W/2 Sect 20, S/2 Sect 29, Sect 30, 31 Twp 87 Rge 24 - N/2 Sect 12, S/2 Sect 13, N/2 Sect 36 Twp 88 Rge 24 - S/2 Sect 1","0003"
"5100","4100","A","02","PETRO-CAN PROJECT","GEPG","","","","19710515","19710515","","94-G-1 Block D - Units 18, 19, 28, 29, 38-40, 48-50 94-G-2 Block A - Units 31, 41.","0060"
"5150","8400","B","02","TALISMAN PROJECT","GEPG","","","321.7","19800303","19800303","20050324","94-I-6  Block J - Units 80, 90, 100              Block K - Units 71-75, 81-85, 91-95 94-I-11 Block B - Units 10, 60, 70, 80, 90, 100               Block C - Units 1-5, 14,15,24,25, 34, 35, 44, 45, 51, 58, 59, 61, 68, 69, 71, 76-79, 81, 86-89, 91, 98, 99               Block F - Units 1, 8, 9               Block G - Unit 10.","0089"
"5560","4800","D","02","CNRL PROJECT","PMWF","3","","","20020510","20011031","20200320"," 94-H-10 Block C - Units 40 and 50.","0399"
"5850","2600","K","02","PIONEER PROJECT","CONC","","30","60","20000626","20000626","","94-H-6 Block D - Units 94, 95               Block E - Units 4, 5.","0360"
"6000","4800","A","03","CNRL UNIT #2","PMWF","3","124","","19740131","19730523","20200211","94-H-2 Block G - Units 55, 65, 75, 76, 85, 86.","0023"
"6030","8600","C","02","PROGRESS PROJECT","GEPG","","","388.2","20011003","20011003","","94-J-11 Block G - Units 52, 53, 62, 63, 72 - 75 and 82 - 85.","0397"
"6430","2200","B","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"6430","2200","D","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"6430","2200","M","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"6460","4100","C","03","PENGROWTH PROJECT #1","GEPG","","","60","20030425","20030425","","Twp 86 Rge 18 - Sect 28","1038"
"6460","4520","K","03","SAMSON PROJECT","CONC","","30","11.7","20010116","20010116","","Twp 86 Rge 18 - NW/4 Sect 19.",""
"6460","4535","A","02","SABRETOOTH PROJECT","GEPO","","30","","20070910","20070910","","Twp 86 Rge 18 W6M - NE/4 Sect 10.","1381"
"7400","4900","B","02","REMINGTON PROJECT","CONC","","65.2","","19990211","19990211","","Twp 85 Rge 21 - Sect 15.","0314"
"7600","2900","E","06","CNRL PROJ","CONC","","0","60","19951012","19950901","","94-A-10 Block K - Units 74,75,84,85.","0228"
"7600","2900","I","03","WINCAN PROJECT","CONC","","4.5","36.2","19801111","19801111","","Twp 87 Rge 17 - Sect 33.","0125"
"7600","4800","C","03","CNRL UNIT #1","PMWF","2","106.6","","19960201","19951114","20200825","Twp 88 Rge 16 - NE/4 Sect 20, W/2 Sect 21 & Sect 28.","0231"
"7740","8400","B","02","MOBIL PROJECT","GEPG","1","","535","19930901","19940921","","94-I-12 Block J - Units 74-77, 84-87, 96, 97 94-I-13 Block B - Units 6, 7.","0201"
"7770","8600","B","02","MOBIL PROJECT","GEPG","","","","19990809","19990809","","94-I-11 Block K - Units 52-55, 62-65, 72-79, 82-89, 96-100               Block L - Unit  91 94-I-14 Block C - Units 6-10, 18-20, 28-30               Block D - Units 1, 11 and 21.","0328"
"8060","4520","A","02","PROGRESS PROJECT","CONC","","","10","20030624","20030624","","Twp 85 Rge 19 - Sect 29.","1048"
"8060","6200","C","02","SCURRY PROJECT","CONC","","6.1","10.7","19810622","19810622","","Twp 85 Rge 19 - Sec 17.","0149"
"8110","4060","C","02","TALISMAN PROJECT","GEPG","","","1820.1","19790104","19790104","","93-P-4 Block I - Units 72-79, 82-89, 92-99 93-P-5 Block A - Units 2-9, 14-20, 24-30, 34-40, 44-50, 58-60, 68-70, 78-80, 88-90               Block B - Units 11-13, 21-23, 31-35, 41-45, 51-57, 61-67, 71-77, 81-87.","0148"
"8110","4060","J","02","TALISMAN PROJECT","GEPG","","","","19790104","19790104","20020907","93-P-4 Block I - Units 72-79, 82-89, 92-99 93-P-5 Block A - Units 2-9, 14-20, 24-30, 34-40, 44-50, 58-60, 68-70, 78-80, 88-90               Block B - Units 11-13, 21-23, 31-35, 41-45, 51-57, 61-67, 71-77, 81-87.",""
"8300","4800"," ","02","ENCAL UNIT #1","PMWF","2","405.4","","19680401","19680401","","94-H-2 Block B - Units 24-26, 34-36, 44-47, 56, 57, 67, 77.","0005"
"8300","4800"," ","05","PLACID PROJECT","GEPG","","","","19831101","19831101","","94-H-2 Block G - Units 18, 19, 28, 29.","0038"
"9000","2850","C-076-J/093-P-01","02","BP EXPERIMENTAL TIGHT GAS","EXP","","","","20010823","20010823","","93-P-1 Block J - Units 58-60, 68-70, 72-80, 82-90, 94, 95, 98, 99              Block K - Units 51, 61, 71-73, 81-83 93-P-8 Block B - Units 4, 5, 8, 9.","0392"
"3460","2700","B","04","PENGROWTH PROJECT","PMWF","1","219.3","","20050218","20050113","","94-H-7  Block F - Units 8, 9, 18, 19, 28, 29 and 39.","1166"
"3460","4800","A","02","MURPHY PROJECT #1","CONC","3","","140","19840227","19980527","","94-H-7 Block C Units 52 - 55, 62 - 65, 72, 73, 82 and 83.","0071"
"4920","4575","A","02","CNRL UNIT #1","GEPG","","","","19881001","19881001","20180619","94-A-12 Block J - Units 58-60, 68-70, 78-80, 88-90, 98-100                 Block K - Units 32, 33, 42, 43, 51-53, 61-63, 71-73, 81-83, 91-93 94-A-13 Block B - Units 8-10, 20, 30                 Block C - Units 1-3, 11-13, 21-23. Note: The area description is that of the named Unit agreement at the time of GEP approval, and may now vary.","0203"
"2000","4535","A","06","NCE PROJECT","GEPO","","63.9","","20030707","20030707","","Twp 85 Rge 13 - NE/4 sec 20, frac NW sec 21, frac W sec 28 and E/2 sec 29.","1052"
"0100","4800","B","02","RANGER PROJECT","CONC","","4.5","14.1","19830201","19791128","","Twp 84 Rge 17 - Sect 3.","0052"
"2000","4805","B","02","PETRO-CANADA PROJECT","CONC","","48.1","28","20030827","20030827","","Twp 85 Rge 14 - Sect 23","1059"
"2400","2600","C","02","DOMINION PROJECT","GEPG","5","","","19970724","19980707","","Twp 88 Rge 16 - Sect 30     Twp 88 Rge 17 - Sect 4, 5, 8, 9, 16, 17, 19-30 & frac sects 31-36  Twp 88 Rge 18 - Sect 19-28 & frac sects 32-36  94-A-10 Block I - frac units 16-20 & units 26-30, 32-40, 42-50, 56-60, 66-70, 78, 79, 88 & 89                  Block J - frac units 11-20 & units 21-70, 72-80, 82-90 and 100                 Block K - frac units 11-17 & units 21-27, 31-35, 41-45, 51-53, 61-63, 71, 72, 81, 82 and 91 94-A-15 Block B - units 10, 18-20, 28-30, 40 and 50                 Block C - units 1, 11-13, 21-23, 31 and 41.",""
"2400","2700","B","02","AMOCO PROJECT","CONC","","4.8","8.5","","19800603","","Twp 88 Rge 19 - Sect 19","0118"
"2400","4805","T","02","TALISMAN PROJECT","CONC","","","28","20030602","20030602","","94-A-11 Block I - unit 64.","1044"
"2820","4800","A","02","CNRL UNIT #1","PMGI","3","105.7","","19660906","19980720","","94-A-16 Block F - Units 78, 79, 88, 89, 98, 99                 Block K - Units 8, 9.","0155"
"2920","4540","A","03","CNRL PROJECT #1","CONC","","","28","20040705","20040719","","Twp 088 Rge 22 W6M - Sections 15 and 23. ","1132"
"2920","4900","O","02","BAYTEX PROJECT","CONC","","","60","20070606","20070606","","Twp 88 Rge 22 W6M - SE/4 section 9.","1368"
"2920","4900","Q","02","BAYTEX PROJECT","CONC","","","","20070606","20070606","","Twp 88 Rge 22 W6M - SW/4 section 5.","1369"
"2960","4520","D","03","NCE PROJECT","PMGI","5","95.7","","19890913","19890913","","Twp 85 Rge 17 - Sect 6, W/2 and NE/4 Sect 7  Twp 85 Rge 18 - E/2 Sect 1 and E/2 Sect 12.","0170"
"2960","4580","A","05","NCE PROJECT","GEPO","6","","19.2","19890913","19950118","","Twp 85 Rge 17 - Sect 6, 7 Twp 85 Rge 18 - Sect 1 and 12.","0039"
"2960","4580","B","06","SCURRY PROJECT #3","CONC","","4.5","1.4","19830311","19830311","","Twp 84 Rge 18 - SW/4 Sect 12.","0069"
"2985","8400","B","02","DEVON PROJECT","GEPG","","","","20030904","20030904","","94-H-1 Block I - units 91-93 94-H-8 Block A - units 1-3.","1054"
"3300","4800","A","04","CNRL UNIT #2","CONC","","","","19960919","19960919","","94-A-16 Block C - Units 5, 14-17, 24-28, 36-39, 46-49. Note: The area description is that of the named Unit agreement at the time of CONC approval, and may now vary.","0250"
"3540","4900","A","02","SAMSON PROJECT","CONC","1","31.2","56.2","19790801","19781110","","94-A-14 Block D - Units 16, 17, 26, 27.","0028"
"3560","4800","J","03","CDN FOREST PROJECT","CONC","","55","90","19930323","19930323","","Twp 84 Rge 16 - Sect 29 and 32.","0198"
"4380","2000","A","02","CNRL UNIT #1","GEPG","","","518.7","19771201","19771201","","93-I-15 Block G - Units 11, 21, 31-33, 41-43, 51-55, 61-65, 71-79, 81-89, 94-99               Block H - Units 16-20, 26-30, 38-40, 48-50, 60, 70, 80, 90               Block J - Units 4-9, 14-19, 24-29. Note: The area description is that of the named Unit agreement at the time of GEP approval, and may now vary.","0205"
"4700","8200","K","02","ENCANA PROJECT","CONC","","","90","20030912","20030912","","94-P-7 Block K - Units 36-39, 46-49, 58, 59, 68, 69, 78-80, 88-90               Block L - Units 71 and 81.","1057"
"5170","2700","A","02","CANHUNTER PROJECT","GEPG","","","","19860825","19860825","","93-P-1 Block A - Units 51-100              Block B - Units 51-53, 61-63, 71-75, 81-85, 91-95              Block G - Units 1-5, 11, 21, 31, 41              Block H - Units 1-50, 51-59, 61-69, 71-79, 81-89, 91-99              Block I - Units 1-9, 11-19, 21-29, 31-39, 41-49, 51-59, 61-69, 71-75, 81-85.","0121"
"5420","2600","A","02","PETRO-CANADA PROJECT","GEPG","","","","20030212","20030212","","94-I-14 Block J - Units 32, 33, 42, 43","1030"
