"CORE_CUT FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Drillng_event_seq","Core_date","Top_Core_Depth (m)","Base_Core_Depth (m)","Core_formtn_code","Cut_metre (m)","Recvrd_metre (m)","Core_comments","Core_type","Core_Anlyss_Type","Core_num","Project_code"
"200B090G094G0100","","","","00115","00","19550220","1517.8","1523.9","","6.1","6","CORE DESCRIPTION IN WELL HISTORY REPORT, NO ANALYSIS","CONV","","005",""
"200B090G094G0100","","","","00115","00","19550222","1543.4","1546.5","","3","2.9","SEE CORE 5","CONV","","006",""
"200B090G094G0100","","","","00115","00","19550224","1574.5","1580.6","","6.1","4.2","SEE CORE 5","CONV","","007",""
"200A067I082L0600","","","","00118","00","19550127","329.2","330.7","0075","1.5",".1","CORE DESC IN WELL HISTORY REPORT, NO ANALYSIS","CONV","","001",""
"200A067I082L0600","","","","00118","00","19550127","330.7","332.2","0075","1.5",".1","SEE CORE #1","CONV","","002",""
"200A067I082L0600","","","","00118","00","19550127","332.2","333.7","0075","1.5","0","SEE CORE #1","CONV","","003",""
"200A067I082L0600","","","","00118","00","19550127","333.7","335.3","0075","1.5","0","SEE CORE #1","CONV","","004",""
"200A067I082L0600","","","","00118","00","19550127","335.3","336.8","0075","1.5","0","SEE CORE #1","CONV","","005",""
"200A067I082L0600","","","","00118","00","19550127","336.8","338.3","0075","1.5",".3","SEE CORE #1","CONV","","006",""
"200A067I082L0600","","","","00118","00","19550127","338.3","339.8","0075","1.5","0","SEE CORE #1","CONV","","007",""
"200A067I082L0600","","","","00118","00","19550127","339.8","341.4","0075","1.5",".3","SEE CORE #1","CONV","","008",""
"200A067I082L0600","","","","00118","00","19550127","341.4","342.9","0075","1.5",".7","SEE CORE #1","CONV","","009",""
"200A067I082L0600","","","","00118","00","19550127","344.1","344.4","0075","1.5",".1","SE CORE #1","CONV","","010",""
"200A067I082L0600","","","","00118","00","19550127","344.4","345.9","0075","1.5",".4","SEE CORE #1","CONV","","011",""
"200A067I082L0600","","","","00118","00","19550127","345.9","347.5","0075","1.5",".6","SEE CORE #1","CONV","","012",""
"200A067I082L0600","","","","00118","00","19550127","347.5","349","0075","1.5",".7","SEE CORE #1","CONV","","013",""
"200A067I082L0600","","","","00118","00","19550127","349","350.5","0075","1.5",".4","SEE CORE #1","CONV","","014",""
"200A067I082L0600","","","","00118","00","19550127","350.5","352","0075","1.5","0","SEE CORE #1","CONV","","015",""
"200A067I082L0600","","","","00118","00","19550127","352","353.6","0075","1.5",".1","SEE CORE #1","CONV","","016",""
"200A067I082L0600","","","","00118","00","19550127","353.6","355.1","0075","1.5",".3","SEE CORE #1","CONV","","017",""
"200A067I082L0600","","","","00118","00","19550127","366.4","367.9","0075","1.5",".4","SEE CORE #1","CONV","","018",""
"200A067I082L0600","","","","00118","00","19550127","367.9","369.4","0075","1.5",".6","SEE CORE #1","CONV","","019",""
"200A067I082L0600","","","","00118","00","19550127","369.4","372.8","0075","1.2","1","SEE CORE #1","CONV","","020",""
"200A067I082L0600","","","","00118","00","19550127","371.2","372.8","0075","1.5",".3","SEE CORE #1","CONV","","021",""
"200A067I082L0600","","","","00118","00","19550127","470.6","472.7","0075","2.1",".2","SEE CORE #1","CONV","","022",""
"200A067I082L0600","","","","00118","00","19550127","472.7","474.2","0075","1.5",".6","SEE CORE #1","CONV","","023",""
"200A067I082L0600","","","","00118","00","19550127","474.2","475.8","0075","1.5",".3","SEE CORE #1","CONV","","024",""
"100163208619W600","6200","2600","A","00119","00","19550309","1109.4","1115.8","2700","6.4","6.4","NOT ANALYSED","CONV","","001","00"
"100163208619W600","","","","00119","00","19550309","1188.7","1191.7","2800","3","3","","CONV","","002",""
"100163208619W600","","","","00119","00","19550309","1191.7","1197.8","2800","12.1","12.1","","CONV","","003",""
"100163208619W600","","","","00119","00","19550309","1257.5","1263.6","4100","6.1","6.1","","CONV","","004",""
"100163208619W600","","","","00119","00","19550309","1269.7","1275.8","4100","6.1","6.1","","CONV","","005",""
"100163208619W600","","","","00119","00","19550309","1275.8","1282.2","4100","6.4","6.4","","CONV","","006",""
"100163208619W600","","","","00119","00","19550309","1282.5","1288.6","4100","6.1","6.1","","CONV","","007",""
"100163208619W600","","","","00119","00","19550309","1345.6","1352.3","4100","6.7","6.7","","CONV","","008",""
"200B049L094B0900","2990","4100","A","00120","00","19550410","1513.9","1529.1","4090","14.9","15.2","0.0 ft. > 0.5 md of 16.6 ft. analysed","CONV","FULL","001","02"
"200B049L094B0900","2990","4100","A","00120","00","19550826","1553.8","1555.8","","1.9","1.8","0.0 ft. > 1.0 md of 18.4 ft. analysed over interval 5098-5124.5","CONV","FULL","002","02"
"200B049L094B0900","2990","4100","A","00120","00","19550827","1555.8","1561.8","","6.1","5.3","0.0 ft. > 1.0 md of 18.4 ft. analysed over interval 5098-5124.5","CONV","FULL","003","02"
"200D038K094A1100","","","","00121","00","19550303","1222.5","1225.5","2700","3","2.9","NO ANALYZED","CONV","","001",""
"200D038K094A1100","","","","00121","00","19550303","1225.5","1228.6","2700","3","3.2","","CONV","","002",""
"200D038K094A1100","","","","00121","00","19550303","1228.6","1231.6","2700","3","2.7","","CONV","","003",""
"200D038K094A1100","","","","00121","00","19550303","1269.4","1275.5","4040","6.1","6.1","","CONV","","004",""
"200D038K094A1100","","","","00121","00","19550303","1275.5","1281.9","4040","6.4","6.4","","CONV","","005",""
"200D038K094A1100","","","","00121","00","19550303","1281.9","1286.5","4100","4.5","4.4","","CONV","","006",""
"200D038K094A1100","","","","00121","00","19550303","1286.5","1291.1","4100","4.5","4.5","","CONV","","007",""
"200D038K094A1100","","","","00121","00","19550303","1291.1","1295.6","4100","4.5","4.4","","CONV","","008",""
"200D038K094A1100","","","","00121","00","19550303","1295.6","1300.2","4100","4.5","4.5","","CONV","","009",""
"200D080C094H0100","9000","2700","D-080-C/094-H-01","00122","00","19550307","989.3","1043.6","2800","0","0","Sidewell cores @ 3424, 3420, 3252, 3250, 3248, 3246, 3420, 3426, 3412.","SIDE","","003","00"
"200D080C094H0100","","","","00122","00","19550307","991.8","996.3","2700","4.5","2.9","NO ANALYSIS","CONV","","001",""
"200D080C094H0100","","","","00122","00","19550307","1048.5","1051.5","2800",".3","1.9","Core contains 3.2 ft with perms between 1 and 10md and 12.2 ft. with perms > 10 md","CONV","FULL","002",""
"100151408625W600","","","","00125","00","19550209","725.7","728.7","2800","3","2.8","detail desc in well history no analysis done","CONV","","001",""
"100151408625W600","","","","00125","00","19550209","728.7","731.8","2800","3","2.3","detail desc in well history no analysis done","CONV","","002",""
"100151408625W600","","","","00125","00","19550209","732.1","738.2","2800","6.1","5.3","detail desc in well history no analysis done","CONV","","003",""
"100151408625W600","","","","00125","00","19550209","738.2","744.3","2800","6.1","41.4","detail desc in well history no aalysis done","CONV","","004",""
"100151408625W600","","","","00125","00","19550209","790.6","793.7","2850","3","3.1","detail desc in well history, no analysis done","CONV","","005",""
"100151408625W600","","","","00125","00","19550209","1000","1006.1","4040","6.1","5.9","detail desc in well history no analysis done","CONV","","006",""
"100151408625W600","","","","00125","00","19550209","1006.1","1011.9","4040","5.7","5.9","detail desc in well history  no analysis done","CONV","","007",""
"100151408625W600","","","","00125","00","19550209","1012.5","1018.6","4040","6.1","6.1","detail desc in well history no analysis done","CONV","","008",""
"100151408625W600","","","","00125","00","19550209","1018.6","1021.3","4040","5.7","2.7","detail desc in well history nio analysis done","CONV","","009",""
"200B092D094I0400","","","","00126","00","19550603","877.8","883.9","4040","6.1","0","NO ANALYSIS","CONV","","001",""
"200B092D094I0400","","","","00126","00","19550603","1013.4","1018.3","7000","4.8","0","NO ANALYSIS","CONV","","002",""
"200B092D094I0400","","","","00126","00","19550603","1018.9","1023.2","7000","4.2","0","NO ANALYSIS","CONV","","003",""
"200B092D094I0400","","","","00126","00","19550603","1089.9","1096","7000","6.1","0","NO ANALYSIS","CONV","","004",""
"200B092D094I0400","","","","00126","00","19550603","1172.8","1178","7500","5.1","0","NO ANALYSIS","CONV","","005",""
"200B092D094I0400","","","","00126","00","19550603","1251.8","1254.2","7500","2.4","0","NO ANALYSIS","CONV","","006",""
"200B092D094I0400","","","","00126","00","19550603","1355.1","1360.9","7700","5.7","0","NO ANALYSIS","CONV","","007",""
"200B092D094I0400","","","","00126","00","19550603","1534.6","1537.6","7710","3","0","NO ANALYSIS","CONV","","008",""
"200B092D094I0400","","","","00126","00","19550603","1572.7","1578.8","8000","6.1","0","NO ANALYSIS","CONV","","009",""
"200B092D094I0400","","","","00126","00","19550603","1667.2","1672.4","8000","5.1","0","NO ANALYSIS","CONV","","010",""
"200B092D094I0400","","","","00126","00","19550603","1743.4","1764.7","8100","21.3","0","NO ANALYSIS","CONV","","011",""
"200B092D094I0400","","","","00126","00","19550603","1861.6","1867.7","8100","6.1","0","NO ANALYSIS","CONV","","012",""
"200B092D094I0400","","","","00126","00","19550603","1953.1","1959.2","8400","6.1","0","NO ANALYSIS","CONV","","013",""
"200B092D094I0400","","","","00126","00","19550603","2103","2109.1","8400","6.1","0","NO ANALYSIS","CONV","","014",""
"200B092D094I0400","","","","00126","00","19550603","2215.8","2221.9","8400","6.1","0","NO ANALYSIS","CONV","","015",""
"200B092D094I0400","","","","00126","00","19550603","2334","2340.1","8400","6.1","0","NO ANALYSIS","CONV","","016",""
"200B092D094I0400","","","","00126","00","19550603","2379.8","2384.9","8400","5.1","0","NO ANALYSIS","CONV","","017",""
"200B092D094I0400","","","","00126","00","19550603","2432.8","2437.7","8400","3.9","0","NO ANALYSIS","CONV","","018",""
"200B092D094I0400","","","","00126","00","19550603","2468.2","2472.4","8400","4.2","0","NO ANALYSIS","CONV","","019",""
"200B092D094I0400","","","","00126","00","19550603","2484.9","2488","8600","3","0","NO ANALYSIS","CONV","","020",""
"200B092D094I0400","","","","00126","00","19550603","2495.6","2498.6","8600","3","0","NO ANALYSIS","CONV","","021",""
"200B092D094I0400","","","","00126","00","19550603","2559","2562.3","8600","3.3","0","NO ANALYSIS","CONV","","022",""
"200B092D094I0400","","","","00126","00","19550603","2600.7","2606.8","8600","6.1","0","NO ANALYSIS","CONV","","023",""
"200B092D094I0400","","","","00126","00","19550603","2667.5","2679.7","8600","6.1","0","NO ANALYSIS","CONV","","025",""
"200B092D094I0400","","","","00126","00","19550603","2669","2673.6","8600","4.5","0","NO ANALYSIS","CONV","","024",""
"200B092D094I0400","","","","00126","00","19550603","2726.9","2733","8600","6.1","0","NO ANALYSIS","CONV","","026",""
"200B092D094I0400","","","","00126","00","19550603","2797.9","2804","8600","6.1","0","NO ANALYSIS","CONV","","027",""
"200B092D094I0400","","","","00126","00","19550603","2858.3","2865","8600","6.7","0","NO ANALYSIS","CONV","","028",""
"200B092D094I0400","","","","00126","00","19550603","2891.5","2894.5","8752","3","0","NO ANALYSIS","CONV","","029",""
"200B092D094I0400","","","","00126","00","19550603","2959.8","2964","8752","4.2","0","NO ANALYSIS","CONV","","030",""
"200B092D094I0400","","","","00126","00","19550603","3001.8","3007.3","8752","5.4","0","NO ANALYSIS","CONV","","031",""
"200B092D094I0400","","","","00126","00","19550603","3025","3026.5","8752","1.5","0","NO ANALYSIS","CONV","","032",""
"200A049B094H1600","7660","4990","A","00129","00","19550815","865.6","868.6","4040","3","3","","CONV","FULL","001","02"
"200A049B094H1600","7660","4990","A","00129","00","19550815","868.6","871.7","4040","3","3","","CONV","FULL","002","02"
"200A049B094H1600","7660","4990","A","00129","00","19550815","871.7","877.8","4040","6.1","7.6","","CONV","FULL","003","02"
"200A049B094H1600","","","","00129","00","19550815","949.7","957.6","7000","7.9","7.9","","CONV","FULL","004",""
"200A049B094H1600","","","","00129","00","19550815","1021.6","1027.7","7000","6.1","6.1","","CONV","FULL","005",""
"200A049B094H1600","","","","00129","00","19550815","1162.5","1168.5","7700","6.1","6.1","","CONV","FULL","006",""
"200A049B094H1600","","","","00129","00","19550815","1234.7","1240.8","7700","6.1","6.1","","CONV","FULL","007",""
"200A049B094H1600","","","","00129","00","19550815","1420.3","1429.4","7700","9.1","9.1","","CONV","FULL","008",""
"200A049B094H1600","","","","00129","00","19550815","1429.4","1438.6","7700","9.1","9.1","","CONV","FULL","009",""
"200A049B094H1600","","","","00129","00","19550815","1438.6","1447.7","7700","9.1","9.1","","CONV","FULL","010",""
"200A049B094H1600","","","","00129","00","19550815","1473.9","1477.6","8100","3.6","3.6","","CONV","FULL","011",""
"200A049B094H1600","","","","00129","00","19550815","1477.6","1486.7","8100","9.1","9.1","","CONV","FULL","012",""
"200A049B094H1600","","","","00129","00","19550815","1486.7","1495.9","8100","9.1","9.1","","CONV","FULL","013",""
"200A049B094H1600","","","","00129","00","19550815","1624.5","1630.6","8100","6.1","6.1","","CONV","FULL","014",""
"200A049B094H1600","","","","00129","00","19550815","1791.8","1796.4","8100","4.5","4.5","","CONV","FULL","015",""
"200A049B094H1600","","","","00129","00","19550815","1910.4","1915.9","8100","5.4","5.4","","CONV","FULL","016",""
"200A049B094H1600","","","","00129","00","19550815","2014.9","2021","8100","6.1","6.1","","CONV","FULL","017",""
"200A049B094H1600","","","","00129","00","19550815","2154.5","2160.6","8100","6.1","6.1","","CONV","FULL","018",""
"200A049B094H1600","","","","00129","00","19550815","2267.9","2274","8100","6.1","6.1","","CONV","FULL","019",""
"200A049B094H1600","","","","00129","00","19550815","2384.9","2394.1","8400","9.1","9.1","","CONV","FULL","020",""
"200A049B094H1600","","","","00129","00","19550815","2394.1","2403.2","8400","9.1","9.1","","CONV","FULL","021",""
"200A049B094H1600","","","","00129","00","19550815","2423","2426.1","8400","3","2.7","","CONV","FULL","022",""
"200A049B094H1600","","","","00129","00","19550815","2426.1","2435.2","8400","9.1","9.1","","CONV","FULL","023",""
"200A049B094H1600","","","","00129","00","19550815","2474.9","2484","8400","9.1","9.1","","CONV","FULL","024",""
"200A049B094H1600","","","","00129","00","19550815","2543.1","2550.7","8400","7.6","7.6","","CONV","FULL","025",""
"200A049B094H1600","","","","00129","00","19550815","2630","2637.6","8400","7.6","7.6","","CONV","FULL","026",""
"200A049B094H1600","","","","00129","00","19550815","2696.7","2701.9","8400","5.1","6.1","","CONV","FULL","027",""
"200A049B094H1600","","","","00129","00","19550815","2730","2739.1","8400","9.1",".9","","CONV","FULL","028",""
"200A049B094H1600","","","","00129","00","19550815","2752.8","2758.9","8400","6.1","6.1","","CONV","FULL","029",""
"200A049B094H1600","","","","00129","00","19550815","2778.1","2783","8400","4.8","4.5","","CONV","FULL","030",""
"200A049B094H1600","","","","00129","00","19550815","2783.3","2787","8400","3.6","3.6","","CONV","FULL","031",""
"200A049B094H1600","","","","00129","00","19550815","2798.8","2801.9","8400","3","3","","CONV","FULL","032",""
"200A049B094H1600","","","","00129","00","19550815","2813.2","2816.2","8400","3","3","","CONV","FULL","033",""
"200A049B094H1600","","","","00129","00","19550815","2840.6","2846.7","8400","6.1","6.1","","CONV","FULL","034",""
"200A049B094H1600","","","","00129","00","19550815","2870.5","2876.6","8400","6.1","6.1","","CONV","FULL","035",""
"200A049B094H1600","","","","00129","00","19550815","2909.2","2915.3","8400","6.1","6.1","","CONV","FULL","036",""
"200A049B094H1600","","","","00129","00","19550815","2936","2944.5","8400","8.5","8.5","","CONV","FULL","037",""
"200A049B094H1600","","","","00129","00","19550815","2963.7","2967.7","8400","3.9","3.9","","CONV","FULL","038",""
"200A049B094H1600","","","","00129","00","19550815","2990.2","2996.6","8400","6.4","6.4","","CONV","FULL","039",""
"200A049B094H1600","","","","00129","00","19550815","3019.8","3022.9","8400","3","3","","CONV","FULL","040",""
"200A049B094H1600","","","","00129","00","19550815","3046.6","3052.7","8400","6.1","6.1","","CONV","FULL","041",""
"200A049B094H1600","","","","00129","00","19550815","3054.9","3058.2","8400","3.3","3","","CONV","FULL","042",""
"100042708817W600","","","","00130","00","19551130","1053.6","1059.7","2700","6.1","6.1","NO ANALUSIS","CONV","","001",""
"100042708817W600","","","","00130","00","19551130","1060.3","1072.5","2700","12.1","12.1","NO ANALYSIS","CONV","","002",""
"100042708817W600","7600","2900","F","00130","00","19551130","1072.5","1073.8","2850","1.2","1.2","NO ANALYSIS","CONV","","003","00"
"100042708817W600","7600","2900","F","00130","00","19551130","1073.8","1078.3","2850","4.5","4.5","NO ANALYSIS","CONV","","004","00"
"100042708817W600","","","","00130","00","19551130","1079.5","1085.6","2950","6.1","6.1","NO ANALYSIS","CONV","","005",""
"100042708817W600","","","","00130","00","19551130","1103.3","1114","4040","10.6","10.6","SEE ANALYSIS","CONV","FULL","006",""
"100042708817W600","","","","00130","00","19551130","1114","1117","4040","3","2.8","SEE ANALYSIS","CONV","FULL","007",""
"100042708817W600","","","","00130","00","19551130","1117","1124.7","4040","7.6","7.8","SEE ANALYSIS","CONV","FULL","008",""
"100042708817W600","","","","00130","00","19551130","1124.7","1127.7","4100","3","3","NO ANALYSIS","CONV","","009",""
"100042708817W600","","","","00130","00","19551130","1127.7","1132.3","4100","4.5","4.5","NO ANALYSIS","CONV","","010",""
"100042708817W600","","","","00130","00","19551130","1132.3","1138.4","4100","6.1","6.1","NO ANALYSIS","CONV","","011",""
"100042708817W600","","","","00130","00","19551130","1138.4","1141.4","4100","3","3","NO ANALYSIS","CONV","","012",""
"100042708817W600","","","","00130","00","19551130","1223.7","1229.8","4100","6.1","6.1","NO ANALYSIS","CONV","","013",""
"100042708817W600","","","","00130","00","19551130","1368.8","1371.8","4500","3","3","NO ANALYSIS","CONV","","014",""
"100042708817W600","","","","00130","00","19551130","1625.4","1631.5","6110","6.1","6.1","NO ANALYSIS","CONV","","015",""
"100042708817W600","","","","00130","00","19551130","1631.5","1635.5","6110","3.9","3.9","NO ANALYSIS","CONV","","016",""
"200B029C094I0700","","","","00132","00","19550730","563.2","567.2","4040","3.9","3.6","","CONV","","001",""
"200B029C094I0700","","","","00132","00","19550730","594.3","597.7","7000","3.3","4.5","","CONV","FULL","002",""
"200B029C094I0700","","","","00132","00","19550730","599.2","604.1","7000","4.8","4.2","","CONV","FULL","003",""
"200B029C094I0700","","","","00132","00","19550730","604.1","606.8","7000","2.7",".9","","CONV","FULL","004",""
"200B029C094I0700","","","","00132","00","19550730","658.6","664.4","7000","5.7","5.7","","CONV","FULL","005",""
"200B029C094I0700","","","","00132","00","19550730","664.4","667.5","7000","3","3.3","","CONV","FULL","006",""
"200B029C094I0700","","","","00132","00","19550730","749.5","754","7000","4.5","4.5","","CONV","","007",""
"200B029C094I0700","","","","00132","00","19550730","865.9","871.7","7000","5.7","5.7","","CONV","","008",""
"200B029C094I0700","","","","00132","00","19550730","974.7","980.5","7000","5.7","5.7","","CONV","","009",""
"200B029C094I0700","","","","00132","00","19550730","1090.2","1096","7000","5.7","3.9","","CONV","","010",""
"200B029C094I0700","","","","00132","00","19550730","1104.5","1110.3","8000","5.7","5.7","","CONV","FULL","011",""
"200B029C094I0700","","","","00132","00","19550730","1110.3","1116.1","8000","5.7","5.7","","CONV","","012",""
"200B029C094I0700","","","","00132","00","19550730","1116.1","1121.9","8000","5.7","5.7","","CONV","FULL","013",""
"200B029C094I0700","","","","00132","00","19550730","1122.5","1125.6","8000","3","3","","CONV","","014",""
"200B029C094I0700","","","","00132","00","19550730","1125.6","1130.1","8000","4.5","4.5","","CONV","FULL","015",""
"200B029C094I0700","","","","00132","00","19550730","1130.1","1136.2","8000","6.1","6.1","","CONV","FULL","016",""
"200B029C094I0700","","","","00132","00","19550730","1218.2","1224.3","8000","6.1","5.7","","CONV","","017",""
"200B029C094I0700","","","","00132","00","19550730","1324.9","1331","8000","6.1","6.1","","CONV","","018",""
"200B029C094I0700","","","","00132","00","19550730","1476.4","1482.5","8000","6.1","6.1","","CONV","","019",""
"200B029C094I0700","","","","00132","00","19550730","1584","1589.5","8000","5.4","5.4","","CONV","","020",""
"200B029C094I0700","","","","00132","00","19550730","1708.3","1713.8","8000","5.4","5.4","","CONV","","021",""
"200B029C094I0700","","","","00132","00","19550730","1791.5","1797.3","8000","5.7","4.5","","CONV","","022",""
"200B029C094I0700","","","","00132","00","19550730","1873.8","1879.9","8000","6.1","5.7","","CONV","","023",""
"200B029C094I0700","","","","00132","00","19550730","1950.6","1956.7","8400","6.1","6.1","","CONV","","024",""
"200B029C094I0700","","","","00132","00","19550730","2002.4","2011.6","8400","9.1","9.1","","CONV","","025",""
"200B029C094I0700","","","","00132","00","19550730","2027.7","2032.3","8400","4.5","4.5","","CONV","","026",""
"200B029C094I0700","","","","00132","00","19550730","2032.3","2040.2","8400","7.9","7.9","","CONV","","027",""
"200B029C094I0700","","","","00132","00","19550730","2040.2","2042.1","8400","1.8","1.8","","CONV","","028",""
"200B029C094I0700","","","","00132","00","19550730","2042.1","2050","8430","7.9","7.3","","CONV","","029",""
"200B029C094I0700","","","","00132","00","19550730","2050","2059.1","8430","9.1","9.1","","CONV","","030",""
"200B029C094I0700","","","","00132","00","19550730","2216.4","2224","8430","7.6","7.3","","CONV","","031",""
"200B029C094I0700","","","","00132","00","19550730","2298.4","2304.5","8430","6.1","6.1","","CONV","","032",""
"200B029C094I0700","","","","00132","00","19550730","2320","2322.5","8430","2.4","1.5","","CONV","","033",""
"200B029C094I0700","","","","00132","00","19550730","2322.5","2326.1","8430","3.6","3.6","","CONV","","034",""
"200B029C094I0700","","","","00132","00","19550730","2339.2","2343.8","8430","4.5","4.2","","CONV","","035",""
"200B029C094I0700","","","","00132","00","19550730","2378.8","2381","8430","2.1","2.1","","CONV","","036",""
"200B029C094I0700","","","","00132","00","19550730","2413.6","2417.3","8752","3.6","3.6","","CONV","","037",""
"200B029C094I0700","","","","00132","00","19550730","2460.8","2463.3","8752","2.4","2.1","","CONV","","038",""
"200B029C094I0700","","","","00132","00","19550730","2569.9","2572.1","8752","2.1","2.1","","CONV","","039",""
"200A033F094A1300","","","","00133","00","19550618","1271.3","1273.7","2700","2.4","2.4","NOT ANALYSED","CONV","","001",""
"200A033F094A1300","","","","00133","00","19550618","1324.3","1327.3","2850","3","3","","CONV","","002",""
"200A033F094A1300","","","","00133","00","19550618","1324.3","1350.2","4100","0","0","SIDEWALL CORES EVERY 2-3 FEET","SIDE","","013",""
"200A033F094A1300","","","","00133","00","19550618","1423.3","1429.4","4100","6.1","6.1","21.3' > 1 MD ( 4670-4743' )","CONV","FULL","003",""
"200A033F094A1300","","","","00133","00","19550618","1429.7","1431.6","4100","1.8","1.6","","CONV","FULL","004",""
"200A033F094A1300","","","","00133","00","19550618","1431.6","1434.6","4100","3","3","","CONV","FULL","005",""
"200A033F094A1300","","","","00133","00","19550618","1434.6","1437.7","4100","3","3","","CONV","FULL","006",""
"200A033F094A1300","","","","00133","00","19550618","1438","1445.7","4100","7.6","7.6","","CONV","FULL","007",""
"200A033F094A1300","","","","00133","00","19550618","1748.9","1752.2","4950","3.3","3.3","","CONV","","008",""
"200A033F094A1300","","","","00133","00","19550618","2070.4","2076.5","7000","6.1","5.6","","CONV","","009",""
"200A033F094A1300","","","","00133","00","19550618","2076.5","2082.6","7000","6.1","6.1","","CONV","","010",""
"200A033F094A1300","","","","00133","00","19550618","2149.3","2155.4","7000","6.1","6.4","","CONV","","011",""
"200A033F094A1300","","","","00133","00","19550618","2155.4","2159.7","7000","4.2","4.2","","CONV","","012",""
"100042308619W600","","","","00134","00","19550409","1230.1","1237.7","","7.6","7.6","CORE DESCRIPTION IN WELL HISTORY REPORT, NO ANALYSIS","CONV","","001",""
"100042308619W600","","","","00134","00","19550409","1237.7","1242.9","","5.1","5.1","SEE CORE 1","CONV","","002",""
"100042308619W600","","","","00134","00","19550411","1249","1253.6","","4.5","4.5","SEE CORE 1","CONV","","003",""
"100042308619W600","","","","00134","00","19550412","1253.6","1258.2","","4.5","4.5","SEE CORE 1","CONV","","004",""
"100042308619W600","","","","00134","00","19550412","1258.2","1261.2","","3.6","3.5","SEE CORE 1","CONV","","005",""
"100042308619W600","","","","00134","00","19550413","1261.8","1266.4","","4.5","4.5","SEE CORE 1","CONV","","006",""
"100042308619W600","","","","00134","00","19550413","1266.4","1271","","4.5","4.5","SEE CORE 1","CONV","","007",""
"100022708216W600","","","","00135","00","19550703","1210.6","1218.2","4100","7.6","7.6","BLEEDING A LITTLE GAS FROM MINOR FRACTURES","CONV","","001",""
"100022708216W600","","","","00135","00","19550703","1218.2","1221.3","4100","3","3","GASSY ODOR FROM COMMON HORIZ. FRACTURES, GOOD VUGGY POROSITY","CONV","","002",""
"100022708216W600","","","","00135","00","19550703","1221.3","1228.9","4100","7.6","7","TRACE OF PIN POINT POROSITY, STRONG GASSY ODOR COMMON AGGREAGATES OF CALCITE CRYSTALS","CONV","","003",""
"100022708216W600","","","","00135","00","19550703","1228.9","1233.5","4100","4.5","4.5","RARE LARGE VUGGY GASSY ODOR AT VERY TOP ONLY","CONV","","004",""
"100022708216W600","","","","00135","00","19550703","1327.3","1331.6","4100","4.2","3.9","LIMESTONE ANAHYDRITE","CONV","","005",""
"100022708216W600","","","","00135","00","19550703","1585.8","1589.5","4900","3.6","3.6","PRONOUNCED FRACTURES VERT. & HORIZ. SOME DRAGONAL OIL STAINED AND BLEEDING VERY LIGHT OIL THROUGHOUT","CONV","","006",""
"100022708216W600","","","","00135","00","19550703","1928.4","1931.1","6110","2.7","2.5","DOLOMITE & CHERTY DOLOMITE","CONV","","007",""
"100022708216W600","","","","00135","00","19550703","1931.1","1934.8","6110","3.6","3.3","DOLOMIT SULPHUROUS ODOR ON FRESH FRAC","CONV","","008",""
"100070808821W600","","","","00136","00","19550430","1325.5","1331.6","4100","6.1","6.1","DRUZZY VUGS, BLEEDING OIL","CONV","","001",""
"100070808821W600","","","","00136","00","19550430","1331.6","1336.2","4100","4.5","4.5","SOME POORLY DEVELOPED HORIZ. FRACT. IN BASAL 2'.","CONV","","002",""
"100062608721W600","","","","00137","00","19550608","1984.8","2000","","15.2","14","CORE DEXCRIPTION IN WELL HISTORY REPORT , NO ANALYSIS","CONV","","001",""
"200A049I094G1500","","","","00138","00","19550620","1937","1952.2","7000","15.2","15.2","","CONV","NA","001",""
"100062708420W600","","","","00139","00","19550615","1334.3","1341.1","","6.7","6.7","CORE DESCRIPTION IN WELL HISTORY REPORT NO ANALYSIS","CONV","","001",""
"100062708420W600","","","","00139","00","19550616","1341.1","1347.2","","6.1","14.9","SEE CORE 1","CONV","","002",""
"100062708420W600","","","","00139","00","19550616","1347.2","1353.2","","6.1","6.1","SEE CORE 1","CONV","","003",""
"100062708420W600","","","","00139","00","19550617","1353.2","1359.3","","6.1","6.1","SEE CORE 1","CONV","","004",""
"100062708420W600","","","","00139","00","19550618","1359.3","1365.4","","6.1","6.1","SEE CORE 1","CONV","","005",""
"100062708420W600","","","","00139","00","19550619","1365.4","1371.5","","6.1","6.1","SEE CORE 1","CONV","","006",""
"100062708420W600","","","","00139","00","19850706","1658","1662.9","","4.8","4.8","SEE CORE 1","CONV","","007",""
"200D094I094B0800","","","","00141","00","19550715","618.1","621.2","","3","2.9","Core description in well history report - no analysis","CONV","","001",""
"200D094I094B0800","","","","00141","00","19550715","621.5","625.1","","3.6","3.6","NO ANALYSIS","CONV","","002",""
"200D094I094B0800","","","","00141","00","19550717","663.2","665.3","","2.1","1.9","NO ANALYSIS","CONV","","003",""
"200D094I094B0800","","","","00141","00","19550718","665.7","670.5","","4.8","5.1","NO ANALYSIS","CONV","","004",""
"200D094I094B0800","","","","00141","00","19550719","671.1","675.1","","3.9","3.9","NO ANALYSIS","CONV","","005",""
"200D094I094B0800","","","","00141","00","19550720","675.4","678.5","","3","3","NO ANALYSIS","CONV","","006",""
"200D094I094B0800","","","","00141","00","19550801","837.5","840.6","","3","2.6","43.3 ft. > 1.0 md of 56.6 ft. analyzed over interval 2748-2832","CONV","FULL","007",""
