"PST FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Compltn_event_seq","Press_survey_datum_depth","Pst_Comments","Abs_Gauge","Project_code"
"200A074H094I1302","8800","8600","A","00887","02","1622.2","","A","00"
"200A074H094I1303","8800","8400","A","00887","03","1463","Slave Pt 'A' & Pine Pt 'A' commingled.","A","00"
"100143108413W600","2000","4535","A","00888","00","533","","A","02"
"100160808513W600","2000","4535","A","00889","00","533","","A","02"
"200D043I094A1500","6800","4800","","00893","00","413","Approved to commingle Gething & Halfway 98/06/09.","","05"
"200D043I094A1502","6800","2700","A","00893","02","284","Approved to commingle Gething & Halfway 98/06/09.","A","00"
"200D049J094H0200","0400","4800","A","00896","00","346","BP PROJECT","A","02"
"200D049J094H0202","0400","2600","D","00896","02","245","","A","00"
"200A055G094I1002","3450","7700","A","00897","02","170.9","Datum depth assumed.","A","00"
"100140508613W600","2000","4535","A","00898","00","533","","A","03"
"200B053G094H0200","6000","4800","A","00899","00","357","H2O INJECTORS.  ABANDONED 84-02 NOW GETHING 'C' GAS WELL","A","02"
"200B053G094H0202","6000","2700","C","00899","02","255","","A","00"
"100161908613W600","2000","4535","A","00901","00","533","Water Injection","A","03"
"200D069E094A1600","6800","4800","","00902","00","447","","A","02"
"200D070E094A1600","6800","4800","","00903","00","447","","A","02"
"100080808513W600","2000","4535","A","00906","00","533","","A","02"
"200B084I094H0300","7250","4800","A","00908","00","441","","A","00"
"200B084I094H0302","7250","2600","A","00908","02","297","","A","00"
"200B052G094H0200","6000","4800","A","00909","00","357","","A","02"
"200B073G094H0200","6000","4800","A","00911","00","357","","A","02"
"200D058E094A1600","6800","4800","","00914","00","447","","A","02"
"200D047E094A1600","6800","4800","","00915","00","447","","A","02"
"100061708613W600","2000","4535","A","00918","00","533","","A","03"
"200D025A094H0200","8400","4800","A","00919","00","388","BLOCKED OFF (BRIDGE PLUG) CONVERTED TO BLUESKY GAS WELL","A","02"
"200D025A094H0202","8400","2600","A","00919","02","248","","A","00"
"200C098C094I1100","5150","8400","A","00926","00","1501","","A","02"
"100062608414W600","2000","4535","A","00927","00","533","Water Injection","A","02"
"100082508414W600","2000","4535","A","00928","00","533","","A","02"
"100142308414W600","2000","4535","A","00929","00","533","","A","02"
"100083108413W600","2000","4535","A","00930","00","533","","A","02"
"100063108413W600","2000","4535","A","00931","00","533","","A","02"
"100143208413W600","2000","4535","A","00935","00","533","","A","02"
"200D083G094H0200","6000","4800","A","00937","00","357","WATER INJECTION","A","02"
"100163208413W600","2000","4535","A","00939","00","533","","A","02"
"100080308414W600","2000","4535","A","00941","00","533","","A","02"
"100160308414W600","2000","4535","A","00942","00","533","","A","02"
"200D009K094A1200","1400","7400","A","00943","00","1253","","","02"
"200B028F094G0800","5000","4800","A","00944","00","581","Approved commingling of Baldonnel & Halfway 98/11/04.","A","00"
"200B028F094G0802","5000","4150","A","00944","02","396","Approved commingling of Baldonnel & Halfway 98/11/04.","A","00"
"200B056A094H0200","8400","4800","A","00945","00","388","WATER INJECTOR AS OF 71-01.","A","02"
"200C071L094A1200","1400","7400","E","00948","00","1241","","A","03"
"100060808613W600","2000","4535","A","00949","00","533","","A","03"
"100141308614W600","2000","4535","A","00952","00","533","","A","03"
"100141308614W602","2000","2600","B","00952","02","352.8","","A","00"
"100080708613W600","2000","4535","A","00953","00","533","","A","03"
"200D090E094A1600","6800","4800","","00954","00","447","H2O INJECTION","A","02"
"200D090E094A1602","6800","2700","","00954","02","254.8","Assumed datum depth.","A","00"
"200D054G094A1500","7000","4800","A","00956","00","490","","A","03"
"200B072G094H0200","6000","4800","A","00957","00","357","H2O INJECTOR","A","02"
"200D036D094A1300","1400","7400","B","00960","00","1241","","A","02"
"100161508514W600","2000","4535","A","00961","00","533","","A","02"
"100141708613W600","2000","4535","A","00962","00","533","","A","03"
"200D026A094H0200","8400","4800","A","00963","00","388","","A","00"
"100082608414W600","2000","4535","A","00966","00","533","","A","02"
"200A008G094H0400","6400","4100","A","00967","00","426.4","","A","02"
"100080608613W600","2000","4535","A","00972","00","533","","A","03"
"200B042G094H0200","6000","4800","A","00973","00","357","H2O INJECTORS","A","02"
"100143008413W600","2000","4535","A","00975","00","533","","A","02"
"100082408414W600","2000","4535","A","00978","00","533","","A","02"
"100062508414W600","2000","4535","A","00979","00","533","","","02"
"200D060E094A1600","6800","4800","","00981","00","447","","A","02"
"100060308414W600","2000","4535","A","00982","00","533","","A","02"
"200D044G094H0200","6000","4800","A","00983","00","357","H2O INJECTOR","A","02"
"200D015A094H0200","8400","4805","B","00984","00","412","","A","02"
"200B093G094H0200","6000","4800","A","00985","00","357","H2O INJ CEASED. ABANDONED. RECOMPLETED AS GETHING GAS/OIL.","A","02"
"200B093G094H0202","6000","2700","B","00985","02","236","RECOMPLETED FROM ABANDONED HALFWAY OIL","A","00"
"200D017A094H0600","7250","2600","A","00987","00","297","","A","00"
"100061308414W600","2000","4535","A","00989","00","533","Water Injection","A","02"
"200D081H094A1500","6800","4800","","00990","00","447","","A","02"
"100083208413W600","2000","4535","A","00991","00","533","","A","00"
"100162308414W600","2000","4535","A","00997","00","533","Water Injection","A","02"
"200A030K094J0800","9000","8400","A-030-K/094-J-08","00999","00","1649","","A","00"
"200D062G094H0200","6000","4800","A","01001","00","357","RE-WORKED TO GETHING - GAS NOV/70. RE PERF HALFWAY 87/12/05 (1121.9-1125.3 M CF) MPP = 1123.6 KPA.","A","02"
"200D062G094H0202","6000","2700","A","01001","02","244","REWORKED FROM HALFWAY-OIL TO GETHING-GAS 11/70.","A","00"
"200D032G094H0200","6000","4800","A","01002","00","357","WATER INJECTION","A","02"
"200B022K094A1000","7600","2900","F","01003","00","364","BP set 93/01/17 to suspend zone.","A","00"
"200B022K094A1003","2400","2600","C","01003","03","344","","A","02"
"200D013B094H0400","6400","4100","A","01004","00","426","NON-PROJ.","A","00"
"200D013B094H0402","6400","2850","C","01004","02","393","","A","00"
"200D019E094A1600","6800","4800","","01006","00","447","H20 INJECTION","A","02"
"200D019E094A1603","6800","2700","F","01006","03","285","","A","00"
"200D044G094A1500","7000","4800","A","01008","00","490","","A","03"
"100160608613W600","2000","4535","A","01009","00","533","Water Injection","A","03"
"100142408414W600","2000","4535","A","01010","00","533","","A","02"
"200B082G094H0200","6000","4800","A","01011","00","357","H2O INJECTOR","A","02"
"200D084G094H0200","6000","4800","A","01014","00","357","","A","02"
"200C071G094G0800","5800","4100","A","01015","00","419","","A","00"
"100062308414W600","2000","4535","A","01017","00","533","Water Injection","A","02"
"100161908413W600","2000","4535","A","01018","00","533","Water Injection","A","02"
"100063008413W600","2000","4535","A","01019","00","533","","A","02"
"200D060J094H0200","0400","4800","B","01020","00","343","","A","03"
"100163408514W600","2000","4535","A","01022","00","533","Water Injection","A","04"
"100081008414W600","2000","4535","A","01023","00","533","","A","02"
"100061008414W600","2000","4535","A","01024","00","533","Water Injection","A","02"
"200D061H094A1500","6800","4800","","01025","00","447","H2O INJECTION","A","02"
"200D068E094A1600","6800","4800","","01026","00","447","","A","02"
"200C018G093O0900","9000","4100","C-018-G/093-O-09","01028","00","1983","","A","00"
"100162408614W600","2000","4535","A","01029","00","533","","A","03"
"200D100E094A1600","6800","2700","","01030","00","304.3","Assumed datum depth.","A","00"
"100063008817W600","7600","2900","F","01032","00","364","","A","00"
"100061608414W600","2000","4535","A","01035","00","533","","A","02"
"100062408414W600","2000","4535","A","01036","00","533","Water Injection","A","02"
"100141208414W600","2000","4535","A","01037","00","533","","A","02"
"200B059J094H0200","0400","4800","A","01038","00","346","BP PROJECT","A","02"
"100061808413W600","2000","4535","A","01041","00","533","","A","02"
"200B003J094H0200","6000","4800","A","01042","00","357","H2O INJECTION","A","02"
"100081908613W600","2000","4535","A","01049","00","533","","A","03"
"100063008613W600","2000","4535","A","01050","00","533","","A","03"
"200B099H094G0100","5000","4800","A","01054","00","581","","A","00"
"200B099H094G0102","5000","4150","A","01054","02","396","","A","00"
"200C092H094G0800","5600","4150","A","01056","00","381","","A","03"
"100083608514W600","2000","4535","A","01058","00","533","","A","03"
"100141408414W600","2000","4535","A","01059","00","533","","A","02"
"100142908413W600","2000","4535","A","01060","00","533","","A","02"
"100083008413W600","2000","4535","A","01061","00","518","","A","02"
"100163008413W600","2000","4535","A","01062","00","533","","A","02"
"100162508414W600","2000","4535","A","01063","00","533","Water Injection","A","02"
"100161808613W600","2000","4535","A","01066","00","533","Water Injection","A","03"
"100081308414W600","2000","4535","A","01068","00","533","","A","02"
"100161408614W600","2000","4535","A","01070","00","533","","A","04"
"200B076G094J1000","3200","8400","A","01071","00","1524","","A","00"
"200B092L094A1200","1400","7400","E","01072","00","1241","","A","03"
"100142208514W600","2000","4535","A","01073","00","533","","A","03"
"100061908613W600","2000","4535","A","01074","00","533","","A","03"
"100081508414W600","2000","4535","A","01076","00","533","","A","02"
"100081908413W600","2000","4535","A","01078","00","533","","A","02"
"100161008414W600","2000","4535","A","01079","00","533","","A","02"
"100141308414W600","2000","4535","A","01080","00","533","","A","02"
"200B084K094G0100","5020","4100","A","01081","00","457","","A","00"
"200B084K094G0102","5020","4800","A","01081","02","640","","A","00"
"200C100H094G0100","5000","4800","A","01082","00","581","","A","00"
"200C100H094G0102","5000","4150","A","01082","02","396","Suspended Baldonnel 86/11/03, completed in Halfway only.","A","00"
"100080108614W600","2000","4535","A","01083","00","533","","A","03"
"100061508414W600","2000","4535","A","01084","00","533","","A","02"
"100161308414W600","2000","4535","A","01085","00","533","","A","02"
"200C080D094A1500","2400","2900","B","01087","00","373","","A","00"
"200C080D094A1502","2400","2600","B","01087","02","345","","A","00"
"200C098L094A1000","2400","2900","B","01088","00","373","Commingled production with Bluesky zone approved 79/6/15","A","00"
"200C098L094A1002","2400","2600","A","01088","02","351","Commingled production with Dunlevy zone approved 79/06/15.","A","00"
"100061008817W600","7600","2900","F","01090","00","364","RE PERF 92/06/21. PREVIOUS MPP = 1065.3 M CF.","A","00"
"100062908413W600","2000","4535","A","01091","00","533","","A","02"
"200D004A094H0200","8400","4800","B","01092","00","394.4","","A","04"
"200D004A094H0202","8400","2700","B","01092","02","283","","A","00"
"200D057B094G0100","0800","4800","A","01095","00","671","","A","00"
"200D057B094G0102","0800","4100","A","01095","02","427","","A","02"
"100083008513W600","2000","4800","","01097","00","632","","A","06"
"100061908413W600","2000","4535","A","01098","00","533","","A","02"
"100162608414W600","2000","4535","A","01099","00","533","","A","02"
"100140708613W600","2000","4535","A","01100","00","533","","A","03"
"100081308614W600","2000","4535","A","01101","00","518","","A","03"
"100061708414W600","2000","4535","A","01102","00","533","","A","02"
"100100308414W600","2000","4535","A","01105","00","533","","A","02"
"100080108825W600","1200","2600","A","01106","00","257","","A","00"
"100071908817W600","7600","2900","F","01107","00","364","","","00"
"100081808413W600","2000","4535","A","01108","00","533","","A","02"
"100161608414W600","2000","4535","A","01112","00","533","Water Injection","A","02"
"100141808613W600","2000","4535","A","01116","00","533","","A","03"
"100062008413W600","2000","4535","A","01117","00","533","","A","02"
"100062108818W600","7600","2900","F","01118","00","364","RE PERF 92/08/29. PREVIOUS MPP = 1063.8 M CF. Approved to commingle Bluesky and Dunlevy 98/05/01.","A","00"
"100062108818W602","2400","2600","C","01118","02","344","Approved to commingle Bluesky and Dunlevy 98/05/01.","A","00"
"100082108414W600","2000","4535","A","01120","00","533","","A","02"
"200D005A094H0200","8400","4805","B","01121","00","412","","A","03"
"200D005A094H0202","8400","4800","B","01121","02","394","BRIDGE PLUG SET @ 1121 MCF, 79-10-18","A","04"
"100061408514W600","2000","4535","A","01124","00","533","","A","02"
"100082308614W600","2000","2600","B","01125","00","347","","A","00"
"100082308614W602","2000","4535","","01125","02","468.4","Assumed Datum depth.","A","00"
"100061108414W600","2000","4535","A","01127","00","533","","A","02"
"100081608414W600","2000","4535","A","01128","00","533","","A","02"
"200C078H094G0100","5000","4150","A","01129","00","396","","A","00"
"200C078H094G0102","5000","4800","A","01129","02","581","","A","00"
"100102908618W600","6460","4100","C","01130","00","480","","A","02"
"200B082L094G0100","0800","4100","C","01132","00","399","","A","02"
"100063008513W600","2000","4535","A","01137","00","533","","A","03"
"100063008513W602","2000","4100","A","01137","02","451","Initial pressure 9535 KPA G @ Datum","A","00"
"100063008513W603","2000","4800","","01137","03","632","","A","06"
"200D035B094H0400","6400","4100","A","01139","00","426","","A","00"
"100141608414W600","2000","4535","A","01143","00","533","","A","02"
"100162508514W600","2000","4535","A","01144","00","533","","","03"
"100162508514W602","2000","4800","","01144","02","649","","A","00"
"200B035D094A1300","1400","7400","B","01146","00","1241","","A","02"
"200D012C094P0300","5400","8400","A","01147","00","1396","","A","00"
"100061508817W600","7600","2900","F","01148","00","364","","A","00"
"100061408817W600","7600","2900","F","01149","00","364","","A","00"
"100083108513W600","2000","4535","A","01150","00","533","","A","03"
"100081708414W600","2000","4535","A","01151","00","533","","","02"
"200C008F094G0800","5000","4800","A","01152","00","581","Bridge plug set above pay 86/12/05.","A","00"
"200C008F094G0803","5000","4150","A","01152","03","396","Bridge plug set above pay 86/12/05","A","00"
"100102808115W600","6600","8100","A","01153","00","2591","GEP PROJ","A","00"
"200D035B094G0100","0800","4100","A","01154","00","427","","A","02"
"200D035B094G0102","0800","4800","A","01154","02","671","","A","00"
"200D033L094A1300","0200","2700","A","01160","00","387","","A","03"
"200C090B094H0400","6400","4100","A","01161","00","426","","A","02"
"100072308818W600","7600","2900","F","01163","00","364","","A","00"
"100083008613W600","2000","4535","A","01167","00","533","","A","03"
"100061608817W600","7600","2900","F","01168","00","364","","A","00"
"200D025D094A1300","1400","7400","B","01169","00","1241","","A","02"
"200D094G094H0200","6000","4800","A","01170","00","357","","A","02"
"100143008513W600","2000","4535","A","01171","00","533","","A","03"
"100142108414W600","2000","4535","A","01172","00","533","","A","02"
"200D043L094A1300","0200","2700","A","01173","00","387","","A","03"
"200C056D094H0500","5600","4150","A","01177","00","381","ABANDONED IN 1966","A","00"
"200D031C094G0800","5000","4150","A","01178","00","396","Approved commingling of Baldonnel & Halfway 98/11/04.","A","00"
"200D031C094G0802","5000","4800","A","01178","02","581","Approved commingling of Baldonnel & Halfway 98/11/04.","A","00"
"200B010B094A1400","2400","2900","C","01179","00","373","","A","00"
"200D015B094H0400","6400","4100","A","01180","00","426","","A","02"
"200C072G094H0200","6000","4800","A","01182","00","357","","A","02"
"200C057H094G0100","5000","4800","A","01183","00","581","","A","00"
"200D006A094H0200","8400","4805","B","01184","00","412","","A","03"
"200C018D094A1500","2400","2900","B","01185","00","373.4","","A","00"
"200D044L094A1300","0200","2700","A","01186","00","387","","A","03"
"100060308817W600","7600","2900","F","01187","00","364","","A","00"
"100111008620W600","8100","6200","B","01190","00","1154","","A","00"
"200D095I094A1500","8400","4800","B","01191","00","394","","A","04"
"100101208816W600","7620","2700","A","01192","00","359","","A","00"
"100102908715W600","5540","4535","A","01194","00","481.3","Assumed Datum depth. Actual interval 1212.7-1216.4 mCF, MPP = 1214.6 mCF.","A","00"
"200B034A094H0200","8400","4800","A","01195","00","388","H2O INJECTION. RE PERF @ 1106.1-1113.1 M KB (70/10/09). PREVIOUS MPP = 1111.5 M CF.","A","02"
"100063508715W600","2020","4100","E","01200","00","399","","A","00"
"200D055H094A1300","3540","2900","B","01201","00","387","","A","00"
"200D034L094A1300","0200","2700","A","01205","00","387","","A","03"
"200B023A094H0200","8400","4800","A","01206","00","388","","A","02"
"100060808817W600","7600","2900","F","01208","00","364","RE PERF 93/07/13. PREVIOUS MPP = 1051.9 M CF.","A","00"
"200D002A094H0200","8400","4805","E","01211","00","394","WORK OVER 79-11-21, GAS CAP","A","00"
"200D002A094H0202","8400","4800","B","01211","02","394","","A","04"
"200D002A094H0203","8400","2600","A","01211","03","248","","A","00"
"200C040B094A1400","2400","2900","C","01213","00","373","","A","00"
"200C040B094A1402","2400","4100","","01213","02","430","","A","00"
"200A043G094H0200","6000","4800","A","01217","00","357","H20 INJECTORS","A","02"
"100042508414W600","2000","4535","A","01219","00","518","","A","02"
"100102908818W600","7600","2900","F","01222","00","364","ABANDONED","A","00"
"200B039J094H0200","0400","4800","A","01223","00","346","WATER INJECTION, BP PROJECT","A","02"
"200B028J094H0200","0400","4800","A","01224","00","346","","A","02"
"200B028J094H0202","0400","2600","","01224","02","246.3","Datum depth assumed.","A","00"
"200C070E094H0500","5600","4150","A","01225","00","381","","A","03"
"200D024A094H0200","8400","4800","A","01226","00","388","Re-perf (89/01/11).   Set BP @ 1091.3 mCF (94/01/12).","A","02"
"200D024A094H0202","8400","2600","","01226","02","275","","A","00"
"200D035L094A1300","0200","2700","A","01227","00","387","","A","02"
"200B029I094I1300","8800","8600","A","01230","00","1622","","A","00"
"200D077B094G0100","0800","4800","A","01233","00","671","","A","00"
"100111808816W600","7600","2900","F","01234","00","364","","A","00"
"200C095L094I1200","9000","8400","C-095-L/094-I-12","01239","00","1648","","A","00"
"200D093L094A1200","1400","7400","E","01242","00","1241","","A","03"
"200B040A094P0500","2900","8400","C","01245","00","1463","","A","00"
"200C003C094I1100","5150","8400","B","01249","00","1494","DEVIATED WELL, MPP=1935.23 mCF(TVD), DATUM=1946.57 mCF(MD)","A","02"
"200C040E094H0500","5600","4150","A","01251","00","381","","A","03"
"200D068H094G0100","5000","4800","A","01256","00","581","","A","00"
"200A045J094A0900","6490","2700","A","01257","00","323","","A","00"
"200A045J094A0902","6490","2600","A","01257","02","298","","A","00"
"200B024D094A1300","1400","7400","B","01258","00","1241","","A","02"
"200C050G094H0200","6020","4800","A","01266","00","381","","A","00"
"200D078F094A1600","2820","4800","A","01267","00","402","","A","02"
"200D013B094G0100","0800","4800","A","01268","00","671","","","00"
"200D037C094A1600","3300","4800","A","01269","00","474","","A","04"
"200B045K094A1500","6500","4800","L","01271","00","495","","A","00"
"200B045K094A1502","6500","4100","A","01271","02","495","Commingle with Gething C(2007/04/03).","A","00"
"200B045K094A1503","6500","2700","C","01271","03","","Commingle with Baldonnel A(2007/04/03).","A","00"
"100081808414W600","2000","4535","A","01273","00","533","","A","02"
"200D029K094J0900","3200","8400","A","01274","00","1524","84/07/03 Well dead - water in wellbore","A","00"
"100062308816W600","7620","2700","A","01275","00","359","","A","00"
"200B006C094G0800","5020","4800","A","01276","00","640","","A","00"
"200B049G094P0700","4700","8400","A","01279","00","1250","","A","00"
"200B049G094P0702","4700","8200","A","01279","02","706","","A","00"
"200D033D094H0500","5600","4150","A","01282","00","381","","A","00"
"100120608613W600","2000","4535","A","01284","00","533","Water Injection - suspended since 1969.","A","03"
"200D017D094A1500","2400","2600","A","01286","00","351","","A","00"
"200D094I094A1500","8400","4805","A","01289","00","404","ABANDONED","A","00"
"200D011G094H0200","8600","4800","A","01292","00","373","","A","00"
"100063508717W600","7600","2900","F","01293","00","364","","A","00"
"200B062A094A1400","2400","2900","B","01303","00","373","","A","00"
"200D016A094H0200","8400","4805","B","01304","00","412","","A","02"
"200D045L094A1300","0200","2700","A","01310","00","387","","A","02"
"100080108817W600","7600","2900","F","01312","00","364","","A","00"
"200B024L094I1400","8800","8600","A","01313","00","1622","","A","00"
"200D057F094H0600","5850","4800","A","01315","00","431","Approved to commingle Baldonnel and Halfway 99/01/20.","A","00"
"200D057F094H0602","5850","4100","A","01315","02","310","Approved to commingle Baldonnel and Halfway 99/01/20.","A","00"
"200D041L094A1200","1400","7400","A","01317","00","1253","","A","02"
"100063308814W600","6490","4100","A","01319","00","361","","A","00"
"100063308814W602","6490","2700","A","01319","02","323","","A","00"
"200D039C094A1600","3300","4800","A","01320","00","474","","A","04"
"200D039C094A1603","3300","2700","","01320","03","312.4","Datum depth assumed.","A","00"
"200D067A094H0700","8240","2630","A","01321","00","217","RE PERF @ 1106.4-1110.7 M KB (89/03/02). PREVIOUS MPP = 1106.1 M CF.","A","00"
"200A085I094A1100","2400","2900","A","01323","00","384","","A","00"
"100102408818W600","7600","2900","F","01324","00","364","","A","00"
"200D087C094B1500","3360","4100","A","01326","00","345","DEVIATED WELL, MPP=1446.44 mCF(TVD), DATUM=1489.6 mCF(MD)","A","02"
"200D079E094A1600","6800","4800","","01329","00","447","H2O INJECTION","A","02"
"200D079E094A1602","6800","3200","","01329","02","331.6","Assumed datum depth.","A","00"
"200D057D094A1300","1400","7400","B","01333","00","1241","Approval to commingle Dunlevy & Debolt 97/12/22.","A","02"
"200D057D094A1302","1400","2900","B","01333","02","366","Approval to commingle Dunlevy & Debolt 97/12/22.","A","02"
"200A039F094G0800","5000","4800","A","01334","00","581","","A","00"
"200A039F094G0802","5000","4150","A","01334","02","396","","A","00"
"200B043B094G0700","9000","4100","B-043-B/094-G-07","01335","00","303","","A","00"
"200C034A094A1400","2400","2900","A","01336","00","384","","A","00"
"200A007E094H0500","5600","4150","A","01337","00","381","MPP = 1281.7 MCF, NEW PERFS 1977, CEMENT SQUEEZED PREVIOUUS PERFS.","A","00"
"200D025L094A1300","0200","2700","A","01338","00","387","","A","02"
"200A065C094B1500","3360","4100","A","01339","00","345","DEVIATED WELL, MPP=1378.74 mCF(TVD), DATUM=1379.66 mCF(MD)","A","02"
"200A099E094H0500","5600","4150","A","01341","00","381","","A","00"
"100161808414W600","2000","4535","A","01343","00","533","Water Injection","A","02"
"200C074A094A1400","2400","2900","B","01345","00","373","","A","00"
"200D093A094A1400","2400","2900","B","01346","00","373","Observation well","A","00"
"200B088B094G0100","0800","4800","A","01350","00","671","","A","00"
"100063608717W600","7600","2900","F","01354","00","364","","A","00"
"100102608116W602","6600","6200","B","01355","02","1415","","A","00"
"100160408414W600","2000","4535","A","01358","00","533","","A","02"
"200C024B094G0100","0800","4100","A","01359","00","427","","A","02"
"200C024B094G0102","0800","4800","A","01359","02","671","","A","00"
"200C032C094A1400","2400","2900","C","01360","00","373","","A","00"
"200D011E094H0500","5600","4150","A","01364","00","381","","A","00"
"200D011E094H0502","5600","2700","","01364","02","394","","A","00"
"100103408717W600","7600","2900","F","01365","00","364","","A","00"
"200A095C094G0800","5000","4800","A","01366","00","581","Abandoned. Water Disposal.","A","00"
"200A095C094G0802","5000","2700","A","01366","02","343","Abandoned 85/12/04.","A","00"
"200A095C094G0803","5000","4150","A","01366","03","396","","A","00"
"100061508514W600","2000","4800","","01368","00","632","","","00"
"100061508514W602","2000","4535","A","01368","02","533","","A","02"
"200A028K094A1000","7600","2900","F","01370","00","364","BP set 91/11, zone abandoned, recompleted as Bluesky.","A","00"
"200A028K094A1002","2400","2600","C","01370","02","344","Previous Dunvely producer, BP set 91/11 and recompleted as Bluesky.","A","00"
"200D079C094H0500","5600","4150","A","01371","00","381","","A","00"
"100063108716W600","7600","2900","F","01372","00","364","","A","00"
"200A003B094H0400","6400","4100","A","01373","00","426","","A","00"
"200D044C094G0800","5000","4150","A","01375","00","396","Zone re perfed 91/01/08.","A","00"
"200D077D094H0500","5600","4150","A","01378","00","381","","A","00"
"100101908818W600","7600","2900","F","01381","00","364","","A","00"
"100101908818W602","2400","2600","C","01381","02","344","","A","00"
"200D031G094A1300","3540","4100","A","01384","00","478","","A","00"
"100062808817W600","7600","2900","F","01385","00","364","ABANDONED","A","00"
"200B046A094H0200","8400","4800","A","01387","00","388","RE PERF @ 1128.9-1131.4 M KB (76/05/25). PREVIOUS MPP = 1129.9 M CF.","A","02"
"200B028C094H0500","5600","4100","","01388","00","439","","A","00"
"200D093G094H0200","6000","4800","A","01389","00","357","H2O INJECTION","A","02"
"200D093G094H0202","6000","2600","","01389","02","234","","A","00"
"200D037C094H0500","5600","4150","A","01392","00","381","","A","00"
"200D033I094G0600","7300","7400","A","01393","00","641","","A","02"
"200D033I094G0602","7300","7400","","01393","02","641","2nd Debolt completion.","A","00"
"200D089F094A1600","2820","4800","A","01394","00","402","","A","02"
"100070308714W600","2020","4800","A","01395","00","579","","A","00"
"200B035A093I1500","4385","2900","A","01396","00","1265","Tight zone, long shut-in time required.","A","02"
"200D058K094H0200","0600","2600","A","01398","00","265","","A","02"
"200B098E094I1400","8800","8600","A","01405","00","1622","","A","00"
"200A098E094I1402","8800","8600","A","01405","02","1622","Directional re-entry. MPP= 2173.2 mCF (TVD). Datum= 2540.3 mCF (MD).","A","00"
"200B098E094I1403","8800","2600","","01405","03","","Zone abandoned","A","00"
"200A019G094P0500","2900","8400","B","01406","00","1463","","A","00"
"200D085H094A1500","6800","4800","","01407","00","457","","A","04"
"200D021L094H0200","0600","2600","A","01408","00","265","","A","02"
"200D058A094H0700","8240","4800","B","01411","00","282","","A","00"
"200D018J094H0200","0400","4800","A","01413","00","346","","A","02"
"200B049J094H0200","0400","4800","A","01419","00","346","BP PROJECT","A","02"
"200B099K094P0500","8180","8400","B","01426","00","1509","","A","00"
"200C018L094I1400","8800","8600","A","01431","00","1622","","A","00"
"200D099G094G0802","2240","2600","","01432","02","325.6","Datum depth estimated.","A","00"
"200D076A094H0700","8240","2630","A","01434","00","199","Re-perf 95/01/13.","A","00"
"100060208614W600","2000","4535","A","01440","00","518","","A","04"
"100060208614W602","2000","2700","","01440","02","398","","A","00"
"200A052H094G0800","5600","4150","A","01445","00","381","","A","03"
"200D039C094H0400","6420","4100","A","01448","00","452","","A","00"
"200D039C094H0402","6420","4100","","01448","02","467","","A","00"
"100140708414W600","2000","4535","A","01450","00","533","","A","02"
"100100908714W600","2020","4800","B","01451","00","554","Halfway zone re perfed 92/08. MPP = 1346.5 for tests prior. Halfway & Doig commingled.","A","00"
"100100908714W602","2020","4900","A","01451","02","559","Halfway & Doig commingled.","A","02"
"200D057E094A1600","6800","4800","","01452","00","447","","A","02"
"102062408514W600","2000","4800","","01454","00","632","","A","04"
"102062408514W602","2000","4100","","01454","02","451","","A","00"
"200D055A094H0200","8400","4800","A","01458","00","388","GAS INJECTOR","A","02"
"200D086H094A1500","6800","4800","","01461","00","457","","A","04"
"200D003J094H0200","6000","4800","A","01463","00","357","","A","02"
"100101408818W600","7600","2900","F","01465","00","364","RE PERF 92/10/06. PREVIOUS MPP = 1024.8 M CF.","A","00"
"200D075H094A1500","6800","4800","","01467","00","457","","A","04"
"200D055D094H0500","5600","4150","A","01468","00","381","","A","00"
"100043508514W600","2000","4500","","01471","00","419","","","00"
"100043508514W602","2000","2900","","01471","02","419","","A","00"
"100111608619W600","8000","6200","A","01473","00","1136","","A","00"
"200D095H094A1500","6800","4800","","01474","00","457","WATER INJECTOR.","A","04"
"200D095H094A1502","6800","4100","G","01474","02","311","Datum depth assumed.","A","00"
"200A021B094H0400","6400","4100","A","01475","00","426","","A","00"
"200A021B094H0402","6400","2900","","01475","02","426","","A","00"
"200D065H094A1500","6800","4800","","01476","00","457","","A","04"
"200D095D094H0500","5600","4150","A","01477","00","381","","A","00"
"200D076H094A1500","6800","4800","","01478","00","457","","A","04"
"200D064H094A1500","6800","4800","","01483","00","457","","A","04"
"202C032C094H0400","6400","4100","","01484","00","460","","A","00"
"202C032C094H0402","6400","2600","A","01484","02","371","","A","00"
"100112608717W600","7600","2900","F","01486","00","364","","A","00"
"200D096H094A1500","6800","4800","","01487","00","457","","A","04"
"200A049E094H0500","5600","4150","A","01488","00","381","","A","00"
"200D087H094A1500","6800","4800","","01490","00","457","H2O INJECTION","A","04"
"200D077H094A1500","6800","4800","","01491","00","457","","A","04"
"200B065G094H0200","6000","4800","A","01493","00","357","","A","03"
"100111108818W600","7600","2900","F","01494","00","364","RE PERF 92/06/19. PREVIOUS MPP = 1016.8 M CF.","A","00"
"200D043H094A1500","6800","4800","","01497","00","457","","A","04"
"200D053H094A1500","6800","4800","","01498","00","457","","A","04"
"200C032A094A1400","2400","2900","A","01500","00","384","","A","00"
"100060408713W600","2000","4800","B","01501","00","561","","A","00"
"100060408713W602","2000","4540","A","01501","02","502","","A","00"
"200D088H094A1500","6800","4800","","01502","00","457","H2O INJECTION","A","04"
